source,target,Year,weights,totalweightkg,totalvalueofgoodsusd
Delhi ers Corp Brine,Mar del Este CJSC,2034,1,21100,124055
Delphinia Mussel Ges.m.b.H. Marine biology,David Ltd. Liability Co Forwading,2028,9,157350,NA
Delphinia Mussel Ges.m.b.H. Marine biology,David Ltd. Liability Co Forwading,2029,16,227675,NA
Delphinia Mussel Ges.m.b.H. Marine biology,David Ltd. Liability Co Forwading,2030,7,114355,NA
Diao er  Inc Brackish,3 Oceanography ОАО Marine life,2034,44,1015025,6278150
Diao yu  OJSC Overseas,Olas del Sur Ltd,2028,4,71835,352320
Diao yu  OJSC Overseas,Olas del Sur Ltd,2029,77,1683420,9122670
Diao yu  OJSC Overseas,Olas del Sur Ltd,2030,31,636615,3570210
Diao yu  OJSC Overseas,Olas del Sur Ltd,2034,9,180635,1963230
Diao yu  OJSC Overseas,Selous Game Reserve  S.A. de C.V.,2028,10,245745,673850
Diao yu  OJSC Overseas,Selous Game Reserve  S.A. de C.V.,2029,8,172615,479050
Diao yu  OJSC Overseas,Selous Game Reserve  S.A. de C.V.,2030,2,45010,127100
Diao yu  OJSC Overseas,Selous Game Reserve  S.A. de C.V.,2031,12,272780,782045
Dnipro  Breakwater LC Marine sanctuary,3 Oceanography ОАО Marine life,2030,1,21990,201155
Dnipro  Breakwater LC Marine sanctuary,3 Oceanography ОАО Marine life,2031,2,38445,440270
Dnipro  Breakwater LC Marine sanctuary,3 Oceanography ОАО Marine life,2032,73,1494290,5391735
Dnipro  Breakwater LC Marine sanctuary,3 Oceanography ОАО Marine life,2033,120,2534315,NA
Dnipro  Breakwater LC Marine sanctuary,3 Oceanography ОАО Marine life,2034,89,1757420,NA
Dnipro  Breakwater LC Marine sanctuary,Ola del Mar SRL,2032,29,617160,4695935
Dnipro  Breakwater LC Marine sanctuary,Ola del Mar SRL,2033,28,582245,NA
Dnipro  Breakwater LC Marine sanctuary,Ola del Mar SRL,2034,6,113075,NA
Donald Bonito LLC Line,AtlanticAppetite Oyster  Ltd. Corporation Investment,2028,25,467475,1369775
Donald Bonito LLC Line,AtlanticAppetite Oyster  Ltd. Corporation Investment,2029,10,221110,643365
Donald Sp & Son's,Selous Game Reserve  S.A. de C.V.,2028,19,395655,4497110
Donald Sp & Son's,Selous Game Reserve  S.A. de C.V.,2029,14,287075,3310545
Donald Sp & Son's,Selous Game Reserve  S.A. de C.V.,2030,17,289765,2791080
Donald Sp & Son's,Selous Game Reserve  S.A. de C.V.,2031,15,278055,2719515
Donald Sp & Son's,Selous Game Reserve  S.A. de C.V.,2032,7,145255,1406530
Donald Sp & Son's,Selous Game Reserve  S.A. de C.V.,2033,3,60315,650270
Drakensberg  Limited Liability Company,3 Oceanography ОАО Marine life,2028,1,18790,26920
Drakensberg  Limited Liability Company,3 Oceanography ОАО Marine life,2033,31,626945,6967825
Drakensberg  Limited Liability Company,3 Oceanography ОАО Marine life,2034,1,19650,246075
Dutch Bill  Marine mist NV Freight ,Selous Game Reserve  S.A. de C.V.,2028,4,70910,756465
Dutch Bill  Marine mist NV Freight ,Selous Game Reserve  S.A. de C.V.,2029,13,224865,NA
Dutch Bill  Marine mist NV Freight ,Selous Game Reserve  S.A. de C.V.,2030,3,52455,501100
Dutch Bill  Marine mist NV Freight ,Selous Game Reserve  S.A. de C.V.,2031,10,195815,1658935
Dutch Eel AB Holdings,Selous Game Reserve  S.A. de C.V.,2028,2,34005,438070
Dutch Eel AB Holdings,Selous Game Reserve  S.A. de C.V.,2029,19,354475,4103055
Dutch Eel AB Holdings,Selous Game Reserve  S.A. de C.V.,2030,5,93610,884245
Dutch Eel AB Holdings,Selous Game Reserve  S.A. de C.V.,2031,1,18560,210165
Dutch Eel AB Holdings,Selous Game Reserve  S.A. de C.V.,2032,6,120130,1595715
Dutch Eel AB Holdings,Selous Game Reserve  S.A. de C.V.,2033,1,20270,555185
Dutch Eel AB Holdings,Selous Game Reserve  S.A. de C.V.,2034,2,39230,861415
Dutch Mussels N.V. Transportation,Yenisei  Eel GmbH & Co. KG Services,2029,13,303585,NA
Dutch Mussels N.V. Transportation,Yenisei  Eel GmbH & Co. KG Services,2030,13,309505,NA
Dutch Mussels N.V. Transportation,Yenisei  Eel GmbH & Co. KG Services,2031,4,93985,530745
Dutch Mussels N.V. Transportation,Yenisei  Eel GmbH & Co. KG Services,2032,9,215930,1314800
Dutch Mussels N.V. Transportation,Yenisei  Eel GmbH & Co. KG Services,2033,3,71975,405255
Dutch Mussels S.A. de C.V. Seaport,David Ltd. Liability Co Forwading,2029,3,65350,352255
Dutch Mussels S.A. de C.V. Seaport,David Ltd. Liability Co Forwading,2030,12,212930,1439395
Dutch Mussels S.A. de C.V. Seaport,David Ltd. Liability Co Forwading,2031,5,100640,434220
Dutch Mussels S.A. de C.V. Seaport,David Ltd. Liability Co Forwading,2032,2,46730,428345
Dutch Mussels S.A. de C.V. Seaport,David Ltd. Liability Co Forwading,2034,6,133035,505935
Dutch Mussels Tidepool ОАО Express,Ltd. Corporation Ltd. Liability Co,2028,13,309185,1349465
Dutch Mussels Tidepool ОАО Express,Ltd. Corporation Ltd. Liability Co,2029,9,197800,976425
Dutch Mussels Tidepool ОАО Express,Ltd. Corporation Ltd. Liability Co,2030,7,136995,370575
Dutch Mussels Tidepool ОАО Express,Ltd. Corporation Ltd. Liability Co,2031,4,82330,199720
Edward Tsunami Ges.m.b.H. Family,David Ltd. Liability Co Forwading,2031,1,17230,169085
Edward Tsunami Ges.m.b.H. Family,David Ltd. Liability Co Forwading,2032,8,136515,1246685
Edward Tsunami Ges.m.b.H. Family,David Ltd. Liability Co Forwading,2033,27,463870,NA
Edward Tsunami Ges.m.b.H. Family,David Ltd. Liability Co Forwading,2034,27,521165,4372180
Edward Tsunami Ges.m.b.H. Family,SeaBass &  SE Tanker,2032,67,1155805,8997775
Edward Tsunami Ges.m.b.H. Family,Selous Game Reserve  S.A. de C.V.,2030,40,764075,7013315
Edward Tsunami Ges.m.b.H. Family,Selous Game Reserve  S.A. de C.V.,2031,15,293780,2783515
Estrella de Mar AB,3 Oceanography ОАО Marine life,2029,10,198955,1805855
Estrella de Mar AB,3 Oceanography ОАО Marine life,2030,22,462510,4441180
Estrella de Mar AB,3 Oceanography ОАО Marine life,2031,18,375370,3658270
Estrella de Mar AB,3 Oceanography ОАО Marine life,2032,36,757280,8949530
Estrella de Mar AB,3 Oceanography ОАО Marine life,2033,14,294530,NA
Estrella de Mar AB,3 Oceanography ОАО Marine life,2034,22,453420,NA
Estrella de la Costa Limited Liability Company,hǎi dǎn Corporation Wharf,2028,2,41965,224175
Estrella de la Costa Limited Liability Company,hǎi dǎn Corporation Wharf,2030,2,42390,92225
Estrella de la Costa Limited Liability Company,hǎi dǎn Corporation Wharf,2031,1,25310,215190
Estrella de la Costa Limited Liability Company,hǎi dǎn Corporation Wharf,2032,13,317905,1998100
Estrella de la Costa Limited Liability Company,hǎi dǎn Corporation Wharf,2033,9,188820,1081720
Estrella de la Costa Limited Liability Company,hǎi dǎn Corporation Wharf,2034,1,21195,92465
Estrella de la Costa Ltd. Corporation Marine biology,Selous Game Reserve  S.A. de C.V.,2028,5,92465,340955
Estrella de la Costa Ltd. Corporation Marine biology,Selous Game Reserve  S.A. de C.V.,2029,12,245895,1001965
Estrella de la Costa Ltd. Corporation Marine biology,Selous Game Reserve  S.A. de C.V.,2030,5,89255,381400
Estrella de la Costa Ltd. Corporation Marine biology,Selous Game Reserve  S.A. de C.V.,2031,4,76890,267025
Estrella de la Costa Ltd. Corporation Marine biology,Selous Game Reserve  S.A. de C.V.,2033,3,57370,NA
Estrella de la Costa Ltd. Corporation Marine biology,Selous Game Reserve  S.A. de C.V.,2034,9,164580,NA
Estrella de la Costa SRL,SeaBass &  SE Tanker,2030,5,99900,710820
Estrella de la Costa SRL,SeaBass &  SE Tanker,2031,4,69415,672325
Estrella de la Costa SRL,SeaBass &  SE Tanker,2032,184,2978410,27986300
Estrella del Mar &,Caracola del Este N.V.,2028,2,53665,288070
Estrella del Mar &,Caracola del Este N.V.,2029,5,134155,553905
Estrella del Mar &,Caracola del Este N.V.,2030,6,161005,747595
Estrella del Mar &,Caracola del Este N.V.,2031,13,326525,1367325
Estrella del Mar &,Caracola del Este N.V.,2032,8,214715,823435
Estrella del Mar &,Caracola del Este N.V.,2033,12,321965,2110870
Estrella del Mar &,Caracola del Este N.V.,2034,4,107315,700460
Estrella del Mar &,Caracola del Este Pic,2028,22,2116800,13068240
Estrella del Mar &,Caracola del Este Pic,2029,5,241480,1309910
Estrella del Mar &,Caracola del Este Pic,2030,4,131165,599150
Estrella del Mar &,Caracola del Este Pic,2031,3,80465,354515
Estrella del Mar ОАО Shipping,Belgian Cod BV Solutions,2029,11,254330,1553655
Estrella del Mar ОАО Shipping,Belgian Cod BV Solutions,2030,10,214415,1421660
Estrella del Mar ОАО Shipping,Belgian Cod BV Solutions,2031,8,173925,960010
Estrella del Mar ОАО Shipping,Belgian Cod BV Solutions,2032,3,77670,879565
Estrella del Mar ОАО Shipping,Belgian Cod BV Solutions,2033,17,409125,3451070
Estrella del Mar ОАО Shipping,Belgian Cod BV Solutions,2034,64,1511390,NA
Estrella del Mar ОАО Shipping,Viento y Mar Hijiki,2028,22,522520,NA
Estrella del Mar ОАО Shipping,Viento y Mar Hijiki,2029,4,102000,502275
Estrella del Mar ОАО Shipping,Viento y Mar Hijiki,2030,10,247925,1468725
Estrella del Mar ОАО Shipping,Viento y Mar Hijiki,2031,50,1228275,7539830
Estrella del Mar ОАО Shipping,Viento y Mar Hijiki,2032,112,2759895,18379245
Estrella del Mar ОАО Shipping,Viento y Mar Hijiki,2033,134,3280705,NA
Estrella del Mar ОАО Shipping,Viento y Mar Hijiki,2034,128,3430405,24281560
Estrella del Sol Buoy,3 Oceanography ОАО Marine life,2030,1,18330,230105
Estrella del Sol Buoy,3 Oceanography ОАО Marine life,2031,12,954660,9071645
Estrella del Sol Buoy,3 Oceanography ОАО Marine life,2032,60,2090515,22177270
Estrella del Sol Buoy,3 Oceanography ОАО Marine life,2033,19,399065,3682665
Estrella del Sol Buoy,Portuguese Tuna Incorporated Marine,2028,24,496960,4044275
Estrella del Sol Buoy,Portuguese Tuna Incorporated Marine,2029,20,430355,1280600
Estrella del Sol Buoy,Portuguese Tuna Incorporated Marine,2030,7,151240,1692715
Estrella del Sol Buoy,Portuguese Tuna Incorporated Marine,2032,1,10485,26905
Faroe Islands  Company World,Selous Game Reserve  S.A. de C.V.,2032,1,23150,59120
Faroe Islands  Company World,Selous Game Reserve  S.A. de C.V.,2033,21,339015,3342840
Faroe Islands  Company World,Selous Game Reserve  S.A. de C.V.,2034,15,259700,2913650
Faroe Islands Halibut ОАО,Selous Game Reserve  S.A. de C.V.,2028,14,290165,1281385
Faroe Islands Halibut ОАО,Selous Game Reserve  S.A. de C.V.,2029,13,256445,1565940
Faroe Islands Halibut ОАО,Selous Game Reserve  S.A. de C.V.,2030,9,167290,691600
Faroe Islands Halibut ОАО,Selous Game Reserve  S.A. de C.V.,2031,46,882320,3376290
Faroe Islands Halibut ОАО,Selous Game Reserve  S.A. de C.V.,2032,5,99400,963610
Faroe Islands Halibut ОАО,Selous Game Reserve  S.A. de C.V.,2033,1,18020,30325
Fin Addiction Ltd Line,Olas del Sur Ltd,2028,28,546780,2993440
Fin Addiction Ltd Line,Olas del Sur Ltd,2030,11,197510,1329915
Fin Addiction Ltd Line,Olas del Sur Ltd,2031,4,72175,473215
Fin Addiction Ltd Line,Olas del Sur Ltd,2032,1,22015,378195
Fin Addiction Ltd Line,Olas del Sur Ltd,2033,2,41420,164880
Finest S.A. de C.V. Overseas,Turkish Salmon A/S Marine,2028,17,334040,2800350
Finest S.A. de C.V. Overseas,Turkish Salmon A/S Marine,2029,7,135515,980610
Finest S.A. de C.V. Overseas,Turkish Salmon A/S Marine,2030,8,153395,1115495
FinestTastes GmbH & Co. KG Cargo,Selous Game Reserve  S.A. de C.V.,2031,5,110445,1308795
FinestTastes GmbH & Co. KG Cargo,Selous Game Reserve  S.A. de C.V.,2032,15,295955,3106650
FinestTastes GmbH & Co. KG Cargo,Selous Game Reserve  S.A. de C.V.,2033,7,136070,1475315
FinestTastes Ltd. Corporation Solutions,The Salty Dog Limited Liability Company,2031,21,98770,330915
FinestTastes Ltd. Corporation Solutions,The Salty Dog Limited Liability Company,2032,22,122360,280325
Fisherman's Pride ОАО _,Olas del Sur Ltd,2028,27,582775,2425380
Fisherman's Pride ОАО _,Olas del Sur Ltd,2029,143,3290390,NA
Fisherman's Pride ОАО _,Olas del Sur Ltd,2030,57,1310090,5930235
Fisherman's Pride ОАО _,Olas del Sur Ltd,2031,1,28325,127090
French  Seabed S.p.A. Forwading,AtlanticAppetite Oyster  Ltd. Corporation Investment,2028,2,36765,413255
French  Seabed S.p.A. Forwading,AtlanticAppetite Oyster  Ltd. Corporation Investment,2029,6,116790,1459995
French  Seabed S.p.A. Forwading,AtlanticAppetite Oyster  Ltd. Corporation Investment,2030,4,74775,709375
French  Seabed S.p.A. Forwading,AtlanticAppetite Oyster  Ltd. Corporation Investment,2031,9,169960,1578805
French  Seabed S.p.A. Forwading,AtlanticAppetite Oyster  Ltd. Corporation Investment,2032,7,149410,1252815
French  Seabed S.p.A. Forwading,AtlanticAppetite Oyster  Ltd. Corporation Investment,2033,4,93645,NA
French  Seabed S.p.A. Forwading,AtlanticAppetite Oyster  Ltd. Corporation Investment,2034,4,89205,758500
French  Seabed S.p.A. Forwading,Selous Game Reserve  S.A. de C.V.,2028,9,157270,1789975
French  Seabed S.p.A. Forwading,Selous Game Reserve  S.A. de C.V.,2029,13,236975,NA
French  Seabed S.p.A. Forwading,Selous Game Reserve  S.A. de C.V.,2030,9,185660,1588075
Gambia River   GmbH & Co. KG and,Selous Game Reserve  S.A. de C.V.,2028,43,1149530,2617990
Gambia River   GmbH & Co. KG and,Selous Game Reserve  S.A. de C.V.,2029,17,433455,1229180
Gambia River   GmbH & Co. KG and,Selous Game Reserve  S.A. de C.V.,2030,1,55320,159040
George Ltd. Liability Co Express,Estrella del Sol Buoy,2030,6,127255,631735
George Ltd. Liability Co Express,Estrella del Sol Buoy,2031,22,469635,2008880
Great Ruaha River  Rybachit Sagl Line,Olas del Sur Ltd,2032,2,48340,311225
Great Ruaha River  Rybachit Sagl Line,Olas del Sur Ltd,2033,17,344480,4643210
Great Ruaha River  Rybachit Sagl Line,Olas del Sur Ltd,2034,30,607205,6164720
Greek Octopus Ltd. Corporation,AtlanticAppetite Oyster  Ltd. Corporation Investment,2028,16,345765,NA
Greek Octopus Ltd. Corporation,AtlanticAppetite Oyster  Ltd. Corporation Investment,2029,6,132570,1010495
Greek Octopus Ltd. Corporation,AtlanticAppetite Oyster  Ltd. Corporation Investment,2030,3,67205,835550
Greek Octopus Ltd. Corporation,AtlanticAppetite Oyster  Ltd. Corporation Investment,2031,7,153075,1640750
Greek Octopus Ltd. Corporation,AtlanticAppetite Oyster  Ltd. Corporation Investment,2032,26,525090,2111365
Greek Octopus Ltd. Corporation,AtlanticAppetite Oyster  Ltd. Corporation Investment,2033,21,441705,2434410
Greek Octopus Ltd. Corporation,AtlanticAppetite Oyster  Ltd. Corporation Investment,2034,20,422690,1429670
Greek Octopus SRL Logistics,Asiotr Coral Ltd. Corporation Cargo,2030,22,569985,1964835
Greek Octopus SRL Logistics,Asiotr Coral Ltd. Corporation Cargo,2031,12,305720,1078285
Greek Octopus SRL Logistics,Asiotr Coral Ltd. Corporation Cargo,2032,6,155195,598955
Greek Sea Bass Company Express,Olas del Sur Ltd,2028,36,1528740,6987575
Greek Sea Bass Company Express,Olas del Sur Ltd,2029,56,3121215,NA
Greek Sea Bass Company Express,Olas del Sur Ltd,2030,54,3514085,16176010
Greek Sea Bass Company Express,Olas del Sur Ltd,2031,60,4018215,18086275
Greek Sea Bass Company Express,Olas del Sur Ltd,2032,71,3496545,10721450
Greek Sea Bass Company Express,Olas del Sur Ltd,2033,147,3573935,10058830
Greek Sea Bass Company Express,Olas del Sur Ltd,2034,16,379585,892700
Greek Sea Bass Company Express,Selous Game Reserve  S.A. de C.V.,2028,18,348585,1555275
Greek Sea Bass Company Express,Selous Game Reserve  S.A. de C.V.,2029,51,1045935,NA
Greek Sea Bass Company Express,Selous Game Reserve  S.A. de C.V.,2030,31,640815,2604745
Greek Sea Bass Company Express,Selous Game Reserve  S.A. de C.V.,2031,26,566905,2029295
Greek Sea Bass Company Express,Selous Game Reserve  S.A. de C.V.,2032,21,459655,1285945
Greek Sea Bass Company Express,Selous Game Reserve  S.A. de C.V.,2033,22,509115,1558775
Greek ermen GmbH United,Selous Game Reserve  S.A. de C.V.,2028,14,221455,6213135
Greek ermen GmbH United,Selous Game Reserve  S.A. de C.V.,2029,21,324770,9197535
Greek ermen GmbH United,Selous Game Reserve  S.A. de C.V.,2030,12,170825,5550215
Greek ermen GmbH United,Selous Game Reserve  S.A. de C.V.,2032,16,261375,8408310
Greek ermen GmbH United,Selous Game Reserve  S.A. de C.V.,2033,26,408620,14083840
Greek ermen GmbH United,Selous Game Reserve  S.A. de C.V.,2034,4,65375,2427170
Greek ermen Marine sanctuary,4 N.V. Marine biology,2031,9,77865,467305
Greek ermen Marine sanctuary,4 N.V. Marine biology,2032,4,36910,351360
Greek ermen Marine sanctuary,4 N.V. Marine biology,2033,7,128680,NA
Greek ermen Marine sanctuary,4 N.V. Marine biology,2034,16,333210,NA
Greek ermen Plc Marine sanctuary,Caracola del Sol Services,2028,16,197250,839870
Greek ermen Plc Marine sanctuary,Caracola del Sol Services,2029,7,72215,264980
Gujarat   Ltd. Liability Co,Selous Game Reserve  S.A. de C.V.,2029,2,39120,312100
Gujarat   Ltd. Liability Co,Selous Game Reserve  S.A. de C.V.,2030,14,274510,2021595
Gujarat   Ltd. Liability Co,Selous Game Reserve  S.A. de C.V.,2031,16,481645,4619665
Gujarat   Ltd. Liability Co,Selous Game Reserve  S.A. de C.V.,2032,18,349460,1563085
Gujarat   Ltd. Liability Co,Selous Game Reserve  S.A. de C.V.,2033,42,876050,4971415
Gujarat   Ltd. Liability Co,Selous Game Reserve  S.A. de C.V.,2034,44,986760,2202315
Gujarat  Limited Liability Company Merchants,AtlanticAppetite Oyster  Ltd. Corporation Investment,2028,3,65055,NA
Gujarat  Limited Liability Company Merchants,AtlanticAppetite Oyster  Ltd. Corporation Investment,2030,3,60460,NA
Gujarat  Limited Liability Company Merchants,AtlanticAppetite Oyster  Ltd. Corporation Investment,2031,4,81555,NA
Gujarat  Limited Liability Company Merchants,AtlanticAppetite Oyster  Ltd. Corporation Investment,2032,1,21030,82515
Gujarat  Limited Liability Company Merchants,AtlanticAppetite Oyster  Ltd. Corporation Investment,2033,4,85200,366110
Gujarat  Limited Liability Company Merchants,AtlanticAppetite Oyster  Ltd. Corporation Investment,2034,6,116385,675705
Gulf of Guinea   Shipping,Ltd. Corporation Ltd. Liability Co,2029,2,37775,514255
Gulf of Guinea   Shipping,Ltd. Corporation Ltd. Liability Co,2030,5,97515,745215
Gulf of Guinea   Shipping,Ltd. Corporation Ltd. Liability Co,2031,14,277770,2196975
Haryana Sea  N.V. Holdings,Isla del Mar NV Forwading,2028,7,63490,781005
Haryana Sea  N.V. Holdings,Isla del Mar NV Forwading,2029,9,155565,NA
Haryana Sea  N.V. Holdings,Isla del Mar NV Forwading,2030,4,41780,418220
Haryana Sea  N.V. Holdings,Isla del Mar NV Forwading,2031,11,216320,1808485
Haryana Sea  N.V. Holdings,Isla del Mar NV Forwading,2032,7,169555,2109085
Haryana Sea  N.V. Holdings,Isla del Mar NV Forwading,2033,4,91560,814605
Haryana Sea  N.V. Holdings,Isla del Mar NV Forwading,2034,6,131755,652755
Haryana Sea  N.V. Holdings,Portuguese Tuna Incorporated Marine,2028,9,124360,1684950
Haryana Sea  N.V. Holdings,Portuguese Tuna Incorporated Marine,2029,12,177330,NA
Haryana Sea  N.V. Holdings,Portuguese Tuna Incorporated Marine,2030,8,148365,1469565
Haryana Sea  N.V. Holdings,Portuguese Tuna Incorporated Marine,2031,20,392155,NA
Haryana Sea  N.V. Holdings,Portuguese Tuna Incorporated Marine,2032,8,225710,1916065
Haryana Sea  N.V. Holdings,Portuguese Tuna Incorporated Marine,2033,19,473255,NA
Haryana Sea  N.V. Holdings,Portuguese Tuna Incorporated Marine,2034,18,347780,5656845
Haryana s Plc Transit,Shou gan  Sagl Mudflat,2032,13,303695,1141520
Haryana s Plc Transit,Shou gan  Sagl Mudflat,2033,10,200385,908280
Icelandic Oysters S.A. de C.V. Lighthouse,Lake Victoria Nile    Corporation,2031,9,164185,624620
Icelandic Oysters S.A. de C.V. Lighthouse,Lake Victoria Nile    Corporation,2032,27,472330,1801240
Icelandic Oysters S.A. de C.V. Lighthouse,Lake Victoria Nile    Corporation,2033,6,127605,NA
Icelandic Oysters S.A. de C.V. Lighthouse,Lake Victoria Nile    Corporation,2034,6,95890,325365
Iphimedeia S.A. de C.V.,Shou gan  Sagl Mudflat,2030,8,189810,1104500
Iphimedeia S.A. de C.V.,Shou gan  Sagl Mudflat,2031,22,467290,2543020
Iphimedeia S.A. de C.V.,Shou gan  Sagl Mudflat,2032,17,393105,1349965
Iphimedeia S.A. de C.V.,Shou gan  Sagl Mudflat,2033,40,900180,2852945
Iphimedeia S.A. de C.V.,Shou gan  Sagl Mudflat,2034,11,185945,706550
Irish Scallop Inc Freight ,Selous Game Reserve  S.A. de C.V.,2030,4,71195,1614880
Irish Scallop Inc Freight ,Selous Game Reserve  S.A. de C.V.,2031,6,74385,2007075
Irish Scallop Inc Freight ,Selous Game Reserve  S.A. de C.V.,2032,9,91745,2373675
Irish Scallop Inc Freight ,Selous Game Reserve  S.A. de C.V.,2033,12,111280,3235495
Isla del Tesoro Co,Haryana Sea  N.V. Holdings,2029,13,340985,3359945
Isla del Tesoro Co,Haryana Sea  N.V. Holdings,2030,8,285555,2357975
Italian Sardines Ges.m.b.H. Marine sanctuary,Selous Game Reserve  S.A. de C.V.,2028,3,48755,171395
Italian Sardines Ges.m.b.H. Marine sanctuary,Selous Game Reserve  S.A. de C.V.,2029,6,118905,316575
Italian Sardines Ges.m.b.H. Marine sanctuary,Selous Game Reserve  S.A. de C.V.,2030,23,466450,1290230
Italian Sardines Ges.m.b.H. Marine sanctuary,Selous Game Reserve  S.A. de C.V.,2031,28,596905,1661265
Italian Sardines Ges.m.b.H. Marine sanctuary,Selous Game Reserve  S.A. de C.V.,2032,26,568185,1662025
Italian Sardines Ltd. Liability Co,Selous Game Reserve  S.A. de C.V.,2032,10,194765,2876675
Italian Sardines Ltd. Liability Co,Selous Game Reserve  S.A. de C.V.,2033,19,368860,NA
Italian Sardines Ltd. Liability Co,Selous Game Reserve  S.A. de C.V.,2034,58,1118900,NA
Italian Sword AB Seafaring,Belgian Cod BV Solutions,2028,16,836915,2466810
Italian Sword AB Seafaring,Belgian Cod BV Solutions,2029,68,1483970,5318245
Italian Sword AB Seafaring,Belgian Cod BV Solutions,2030,366,7663585,27714980
Italian Sword AB Seafaring,Belgian Cod BV Solutions,2031,355,7476900,23413415
Italian Sword AB Seafaring,Belgian Cod BV Solutions,2032,407,8453380,27349015
Italian Sword AB Seafaring,Belgian Cod BV Solutions,2033,253,4633380,NA
Italian Sword AB Seafaring,Belgian Cod BV Solutions,2034,221,4357965,NA
Italian Sword Underwater Plc Enterprises,Olas del Sur Ltd,2028,29,634285,3007340
Italian Sword Underwater Plc Enterprises,Olas del Sur Ltd,2029,34,740775,3381555
Italian Sword Underwater Plc Enterprises,Olas del Sur Ltd,2030,22,493290,2138760
Italian Sword Underwater Plc Enterprises,Olas del Sur Ltd,2031,9,195055,730420
Jammu & Kashmir  GmbH,Barco de Plata Corp,2028,33,1403345,8135005
Jammu & Kashmir Sea  GmbH Shoal,Selous Game Reserve  S.A. de C.V.,2032,34,843465,5768635
Jammu & Kashmir Sea  GmbH Shoal,Selous Game Reserve  S.A. de C.V.,2033,28,556405,NA
Jammu & Kashmir Sea  GmbH Shoal,Selous Game Reserve  S.A. de C.V.,2034,2,19845,155280
Jharkhand Sea  Inc Shipping,Selous Game Reserve  S.A. de C.V.,2028,22,171880,4616515
Jharkhand Sea  Inc Shipping,Selous Game Reserve  S.A. de C.V.,2029,16,126250,2315740
Jharkhand Sea  Inc Shipping,Selous Game Reserve  S.A. de C.V.,2030,32,188805,2445365
Jharkhand Sea  Inc Shipping,Selous Game Reserve  S.A. de C.V.,2031,35,213600,2656455
Jharkhand Sea  Inc Shipping,Selous Game Reserve  S.A. de C.V.,2032,36,212370,2743610
Jharkhand Sea  Inc Shipping,Selous Game Reserve  S.A. de C.V.,2033,45,312150,4050335
Jharkhand Sea  Inc Shipping,Selous Game Reserve  S.A. de C.V.,2034,40,281065,3161855
Kallianassa Fish  AG Solutions,Mar del Este CJSC,2028,21,224840,1656045
Kallianassa Fish  AG Solutions,Mar del Este CJSC,2029,7,96395,802170
Kallianassa Fish  AG Solutions,Mar del Este CJSC,2030,4,57125,286345
Kallianassa Fish  AG Solutions,Mar del Este CJSC,2031,7,99225,813725
Kallianassa Fish  AG Solutions,Mar del Este CJSC,2032,13,185745,1485115
Kallianassa Fish  AG Solutions,Mar del Este CJSC,2033,9,96965,1043060
Kallianassa Fish  AG Solutions,Mar del Este CJSC,2034,11,160900,1181190
Karnataka  Market AS Solutions,Costa de la Felicidad Shipping,2033,5,170185,NA
Karnataka  Market AS Solutions,Costa de la Felicidad Shipping,2034,22,1287870,NA
Karnataka s Ltd. Liability Co Dashi,3 Oceanography ОАО Marine life,2028,1,18310,61715
Karnataka s Ltd. Liability Co Dashi,3 Oceanography ОАО Marine life,2029,4,43625,362865
Karnataka s Ltd. Liability Co Dashi,3 Oceanography ОАО Marine life,2030,3,59940,995570
Karnataka s Ltd. Liability Co Dashi,3 Oceanography ОАО Marine life,2031,10,231675,1003850
Karnataka s Ltd. Liability Co Dashi,3 Oceanography ОАО Marine life,2032,29,657035,3099475
Karnataka s Ltd. Liability Co Dashi,3 Oceanography ОАО Marine life,2033,22,500740,NA
Karnataka s Ltd. Liability Co Dashi,3 Oceanography ОАО Marine life,2034,14,274790,2794470
Karnataka s Ltd. Liability Co Dashi,Selous Game Reserve  S.A. de C.V.,2028,2,50550,179470
Karnataka s Ltd. Liability Co Dashi,Selous Game Reserve  S.A. de C.V.,2029,5,145720,513250
Karnataka s Ltd. Liability Co Dashi,Selous Game Reserve  S.A. de C.V.,2030,9,267850,1229895
Karnataka s Ltd. Liability Co Dashi,Selous Game Reserve  S.A. de C.V.,2031,11,405095,NA
Karnataka s Ltd. Liability Co Dashi,Selous Game Reserve  S.A. de C.V.,2032,12,422080,3078240
Karnataka s Ltd. Liability Co Dashi,Selous Game Reserve  S.A. de C.V.,2033,22,908340,NA
Karnataka s Ltd. Liability Co Dashi,Selous Game Reserve  S.A. de C.V.,2034,2,75585,398075
Kerala  Market - Ges.m.b.H. Cargo,Belgian Cod BV Solutions,2030,30,597675,3025150
Kerala  Market - Ges.m.b.H. Cargo,Belgian Cod BV Solutions,2031,48,1034490,6404745
Kerala  Market - Ges.m.b.H. Cargo,Belgian Cod BV Solutions,2032,57,1257740,6418905
Kerala  Market - Ges.m.b.H. Cargo,Belgian Cod BV Solutions,2033,29,641410,2391685
Kerala  Market - Ges.m.b.H. Cargo,Belgian Cod BV Solutions,2034,29,642500,2099345
Kerala  Market OJSC Brothers,Oceanic Explorers Sashimi Incorporated Marine,2031,58,1150255,3452835
Kerala  Market Plc Transport,Casablanca Coast  Flounder Oyj Line,2029,4,96365,660400
Kerala  Market Plc Transport,Casablanca Coast  Flounder Oyj Line,2031,2,46645,222090
Kerala  Market Plc Transport,Casablanca Coast  Flounder Oyj Line,2032,2,42410,202025
