source,target,Year,Month,weights,totalweightkg,totalvalueofgoodsusd
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2031,3,2,20390,65630
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2031,4,2,38510,350070
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2031,5,7,137225,1133425
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2031,6,6,98565,847175
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2031,7,7,134400,1174510
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2031,8,10,204995,1519605
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2031,9,1,19890,189075
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2031,10,1,19890,189125
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2032,5,2,48945,224050
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2032,7,1,24920,13805
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2032,8,2,13165,118240
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2032,9,2,11590,102825
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2032,10,8,265660,1810825
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2032,11,6,274520,1891190
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2032,12,4,98005,706405
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2033,2,6,121130,1156495
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2033,3,4,91745,836355
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2033,7,2,52720,119300
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2034,1,6,805570,4840355
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2034,2,4,425195,1950730
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2034,5,4,376840,NA
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2034,6,4,160325,NA
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2034,7,2,158455,452175
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2034,8,10,176040,3154020
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2034,9,5,149300,2244240
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2034,10,4,94035,1312695
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2034,12,2,22045,326170
Aqua Aura SE Marine life,Olas del Mar Worldwide,2029,9,2,212100,1590855
Aqua Aura SE Marine life,Olas del Mar Worldwide,2030,2,2,259285,749540
Aqua Aura SE Marine life,Olas del Mar Worldwide,2030,3,2,90540,173095
Aqua Aura SE Marine life,Olas del Mar Worldwide,2030,4,5,209320,368245
Aqua Aura SE Marine life,Olas del Mar Worldwide,2030,5,3,604535,958415
Aqua Aura SE Marine life,Olas del Mar Worldwide,2030,6,10,1740080,3517165
Aqua Aura SE Marine life,Olas del Mar Worldwide,2030,7,6,304110,551525
Aqua Aura SE Marine life,Olas del Mar Worldwide,2030,8,1,24350,55145
Aqua Aura SE Marine life,Olas del Mar Worldwide,2030,10,4,241335,1343105
Aqua Aura SE Marine life,Olas del Mar Worldwide,2030,12,2,431165,1182485
Aqua Aura SE Marine life,Olas del Mar Worldwide,2031,1,8,1287590,2649455
Aqua Aura SE Marine life,Olas del Mar Worldwide,2031,5,2,699475,1284365
Aqua Aura SE Marine life,Olas del Mar Worldwide,2031,6,8,2271905,4270600
Aqua Aura SE Marine life,Olas del Mar Worldwide,2031,7,6,1523965,2775210
Aqua Aura SE Marine life,Olas del Mar Worldwide,2031,8,12,2765225,4474005
Aqua Aura SE Marine life,Olas del Mar Worldwide,2031,9,2,421620,690360
Aqua Aura SE Marine life,Olas del Mar Worldwide,2031,10,2,421640,660530
Aqua Aura SE Marine life,Olas del Mar Worldwide,2031,11,2,198010,314890
Aqua Aura SE Marine life,Olas del Mar Worldwide,2031,12,9,1775010,3016790
Aqua Aura SE Marine life,Olas del Mar Worldwide,2032,1,6,416485,1474575
Aqua Aura SE Marine life,Olas del Mar Worldwide,2032,2,6,952285,2880510
Aqua Aura SE Marine life,Olas del Mar Worldwide,2032,3,9,728565,2746540
Aqua Aura SE Marine life,Olas del Mar Worldwide,2032,4,1,98065,167070
Aqua Aura SE Marine life,Olas del Mar Worldwide,2032,5,6,541330,1087530
Aqua Aura SE Marine life,Olas del Mar Worldwide,2032,6,2,212110,328165
Aqua Aura SE Marine life,Olas del Mar Worldwide,2032,7,8,2061425,3687950
Aqua Aura SE Marine life,Olas del Mar Worldwide,2032,8,6,1785290,3561435
Aqua Aura SE Marine life,Olas del Mar Worldwide,2032,9,4,568640,3895470
Aqua Aura SE Marine life,Olas del Mar Worldwide,2032,10,1,51275,145100
Aqua Aura SE Marine life,Olas del Mar Worldwide,2032,11,4,1133665,2439830
Aqua Aura SE Marine life,Olas del Mar Worldwide,2033,1,2,99825,810675
Aqua Aura SE Marine life,Saltwater Supreme Pelican Ltd Enterprises,2034,1,10,223775,8370715
Aqua Aura SE Marine life,Saltwater Supreme Pelican Ltd Enterprises,2034,2,22,541970,19248355
Aqua Aura SE Marine life,Saltwater Supreme Pelican Ltd Enterprises,2034,3,15,360255,11646935
Aqua Aura SE Marine life,Saltwater Supreme Pelican Ltd Enterprises,2034,9,4,89795,746360
Aqua Aura SE Marine life,Saltwater Supreme Pelican Ltd Enterprises,2034,10,4,143625,1194625
Aqua Aura SE Marine life,Saltwater Supreme Pelican Ltd Enterprises,2034,11,7,223655,2112865
Aqua Aura SE Marine life,Saltwater Supreme Pelican Ltd Enterprises,2034,12,4,131220,1092775
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2028,6,1,42440,315100
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2028,7,1,37565,289130
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2028,8,2,71885,926720
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2028,9,1,22435,294175
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2028,10,2,57960,640440
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2028,11,1,21930,257130
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2029,2,2,94740,1104250
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2029,3,2,46195,517375
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2029,4,1,21185,236005
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2029,5,1,21155,193005
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2029,6,1,62950,567490
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2029,7,3,63215,554510
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2029,9,1,65065,597195
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2029,12,1,22765,304095
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2030,6,3,66090,600950
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2030,7,1,48230,445360
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2030,12,2,21935,241875
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2031,10,1,93980,968195
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2031,11,1,109560,1447440
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2031,12,2,164300,2207630
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2032,1,1,111180,1495125
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2032,6,1,46400,1472750
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2032,8,1,41585,1110220
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2032,9,2,67025,1724125
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2032,11,3,62670,1473855
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2033,2,1,46665,953710
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2033,6,1,35,890
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2033,8,1,41595,1526750
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2033,12,2,158990,6024460
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2034,1,1,73215,2739320
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2034,2,1,45960,1696845
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2034,5,1,67155,1232800
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2034,7,3,100600,1528665
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2034,8,1,68545,1144445
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2034,9,1,101030,1681390
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2034,10,2,145730,2600455
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2034,12,1,44970,799675
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2030,11,2,54235,84865
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2031,9,2,368980,898430
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2032,7,2,540135,958615
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2033,3,2,110885,214030
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2033,5,4,105575,321940
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2033,6,6,1618670,9109490
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2033,7,4,702575,4235110
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2033,8,6,1274035,9059820
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2033,9,4,857115,6171845
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2033,10,2,55265,414130
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2033,11,10,2312820,12955420
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2033,12,4,689035,3147210
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2034,1,2,515795,3864010
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2034,2,4,471475,2246590
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2034,3,8,613930,1524800
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2034,4,13,1137105,2613595
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2034,5,20,2056120,NA
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2034,6,18,2364965,NA
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2034,7,18,2399300,5023780
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2034,8,16,2282260,3788930
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2034,9,23,1460415,2497115
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2034,10,7,565115,793540
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2034,11,16,1364330,2041950
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2034,12,7,1275360,3953130
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2028,1,6,161530,3294115
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2028,11,2,39655,814480
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2028,12,4,81330,1668510
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2029,2,4,79845,1286750
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2029,3,2,43560,930505
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2029,9,2,40660,886545
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2029,12,4,88170,896605
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2030,2,1,49135,174095
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2030,3,1,46450,166025
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2030,12,2,45395,242095
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2031,3,1,20335,421065
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2031,4,1,20340,421360
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2031,5,6,132235,786390
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2031,10,2,43330,174705
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2031,11,2,51365,246055
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2032,1,2,40010,60420
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2032,7,2,46710,238100
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2032,9,2,46615,308200
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2032,10,4,89845,1179190
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2033,3,2,48380,440225
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2033,4,2,48375,132855
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2033,12,4,98630,NA
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2034,4,2,49720,582080
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2034,9,2,39215,1078885
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2034,11,2,51610,586305
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2028,1,9,237810,4850030
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2028,8,32,1099300,21639225
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2028,9,26,529320,10630155
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2028,10,43,1022565,16445065
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2028,11,29,767925,11207405
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2028,12,7,135555,1789120
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2029,1,10,201580,2674075
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2029,2,4,81325,1318770
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2029,3,8,207405,2931335
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2029,4,2,40670,886825
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2029,5,5,101660,2166200
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2029,6,1,20010,33005
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2029,7,4,155275,2692775
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2029,8,4,164155,3522060
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2029,9,2,40665,886210
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2029,10,4,81290,1812885
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2029,11,5,202530,935405
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2029,12,4,87790,2062705
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2030,1,1,20325,473170
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2030,3,2,32875,601210
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2030,4,2,322350,659135
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2030,5,2,233605,288170
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2030,6,8,345500,1306820
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2030,7,6,191865,838395
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2030,8,3,107850,461715
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2030,9,4,152655,623875
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2030,10,2,35090,374205
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2030,11,2,26105,138655
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2030,12,6,525435,998690
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2031,1,2,48030,224095
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2031,3,6,274740,377255
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2031,4,8,231405,449325
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2031,5,9,229505,1491560
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2031,6,7,231140,648125
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2031,7,8,184815,890245
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2031,8,5,101560,1486940
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2031,9,4,225555,1675090
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2031,10,2,149605,898450
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2031,11,6,130790,NA
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2031,12,6,158520,681485
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2032,1,2,50545,250015
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2032,2,4,100825,518230
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2032,5,2,190380,872435
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2032,6,10,233270,5849705
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2032,7,2,43295,510260
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2032,11,8,400555,1257405
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2032,12,5,187155,1580810
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2033,1,4,99510,808450
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2033,2,3,68765,530385
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2033,4,1,25130,41920
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2033,9,3,44445,560605
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2033,10,2,83195,806415
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2033,11,4,54390,528295
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2033,12,3,73115,NA
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2034,1,13,392565,NA
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2034,2,14,419355,6709135
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2034,3,17,496305,8564490
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2034,4,11,258215,3295575
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2034,5,20,804065,4743360
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2034,6,18,413040,6797240
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2034,7,19,476235,8051030
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2034,8,25,715230,10913935
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2034,9,5,98145,1503425
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2034,10,2,44480,1168410
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2034,11,4,75625,1972805
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2034,12,2,37825,984470
Aqua Azul LC International,Arunachal Pradesh s Brine,2028,1,11,209250,1806930
Aqua Azul LC International,Arunachal Pradesh s Brine,2028,2,22,417440,3762765
Aqua Azul LC International,Arunachal Pradesh s Brine,2028,3,26,494265,4462555
Aqua Azul LC International,Arunachal Pradesh s Brine,2028,4,18,338290,3010935
Aqua Azul LC International,Arunachal Pradesh s Brine,2028,5,24,453770,3841850
Aqua Azul LC International,Arunachal Pradesh s Brine,2028,6,16,298755,2613355
Aqua Azul LC International,Arunachal Pradesh s Brine,2028,7,27,510590,4608310
Aqua Azul LC International,Arunachal Pradesh s Brine,2028,8,33,621155,5817895
Aqua Azul LC International,Arunachal Pradesh s Brine,2028,9,18,342650,3290665
Aqua Azul LC International,Arunachal Pradesh s Brine,2028,10,11,206320,2047755
Aqua Azul LC International,Arunachal Pradesh s Brine,2028,11,7,130245,1281685
Aqua Azul LC International,Arunachal Pradesh s Brine,2028,12,29,534165,5541085
Aqua Azul LC International,Arunachal Pradesh s Brine,2029,1,27,509090,NA
Aqua Azul LC International,Arunachal Pradesh s Brine,2029,2,26,492130,NA
Aqua Azul LC International,Arunachal Pradesh s Brine,2029,3,10,182465,NA
Aqua Azul LC International,Arunachal Pradesh s Brine,2029,4,9,159675,NA
Aqua Azul LC International,Arunachal Pradesh s Brine,2029,5,23,427325,NA
Aqua Azul LC International,Arunachal Pradesh s Brine,2029,6,8,146785,1504950
Aqua Azul LC International,Arunachal Pradesh s Brine,2029,7,14,259200,2546305
Aqua Azul LC International,Arunachal Pradesh s Brine,2029,8,31,579495,5905320
Aqua Azul LC International,Arunachal Pradesh s Brine,2029,9,15,274880,2908595
Aqua Azul LC International,Arunachal Pradesh s Brine,2029,10,22,399190,4042360
Aqua Azul LC International,Arunachal Pradesh s Brine,2029,11,14,266850,2667495
Aqua Azul LC International,Arunachal Pradesh s Brine,2029,12,16,294445,2862105
Aqua Azul LC International,Arunachal Pradesh s Brine,2030,1,11,207375,1591745
Aqua Azul LC International,Arunachal Pradesh s Brine,2030,2,24,447880,3501970
Aqua Azul LC International,Arunachal Pradesh s Brine,2030,3,28,530360,5310510
Aqua Azul LC International,Arunachal Pradesh s Brine,2030,4,25,481675,5485720
Aqua Azul LC International,Arunachal Pradesh s Brine,2030,5,22,422170,5786275
Aqua Azul LC International,Arunachal Pradesh s Brine,2030,6,26,497185,6175905
Aqua Azul LC International,Arunachal Pradesh s Brine,2030,7,30,558460,6725815
Aqua Azul LC International,Arunachal Pradesh s Brine,2030,8,22,411585,4304430
Aqua Azul LC International,Arunachal Pradesh s Brine,2030,9,18,345320,3663170
Aqua Azul LC International,Arunachal Pradesh s Brine,2030,10,32,594600,4816990
Aqua Azul LC International,Arunachal Pradesh s Brine,2030,11,41,782655,6192120
Aqua Azul LC International,Arunachal Pradesh s Brine,2030,12,27,501495,3743585
Aqua Azul LC International,Arunachal Pradesh s Brine,2031,1,38,706715,5416490
Aqua Azul LC International,Arunachal Pradesh s Brine,2031,2,39,740875,6360835
Aqua Azul LC International,Arunachal Pradesh s Brine,2031,3,32,627230,5768750
Aqua Azul LC International,Arunachal Pradesh s Brine,2031,4,42,795590,8234845
Aqua Azul LC International,Arunachal Pradesh s Brine,2031,5,37,720300,8768280
Aqua Azul LC International,Arunachal Pradesh s Brine,2031,6,19,390365,4762870
Aqua Azul LC International,Arunachal Pradesh s Brine,2031,7,28,518030,5541625
Aqua Azul LC International,Arunachal Pradesh s Brine,2031,8,20,363995,3738735
Aqua Azul LC International,Arunachal Pradesh s Brine,2031,9,27,504380,5394965
Aqua Azul LC International,Arunachal Pradesh s Brine,2031,10,32,597740,5852735
Aqua Azul LC International,Arunachal Pradesh s Brine,2031,11,10,188440,2112100
Aqua Azul LC International,Arunachal Pradesh s Brine,2031,12,23,432395,3999540
Aqua Azul LC International,Arunachal Pradesh s Brine,2032,1,36,683910,6956320
Aqua Azul LC International,Arunachal Pradesh s Brine,2032,2,24,454960,4460125
Aqua Azul LC International,Arunachal Pradesh s Brine,2032,3,17,358205,5614605
Aqua Azul LC International,Arunachal Pradesh s Brine,2032,4,28,609710,10151065
Aqua Azul LC International,Arunachal Pradesh s Brine,2032,5,27,519100,8126535
Aqua Azul LC International,Arunachal Pradesh s Brine,2032,6,23,471655,7889200
Aqua Azul LC International,Arunachal Pradesh s Brine,2032,7,54,1146900,16583165
Aqua Azul LC International,Arunachal Pradesh s Brine,2032,8,39,927950,12998530
Aqua Azul LC International,Arunachal Pradesh s Brine,2032,9,29,599890,8947770
Aqua Azul LC International,Arunachal Pradesh s Brine,2032,10,30,603075,8479510
Aqua Azul LC International,Arunachal Pradesh s Brine,2032,11,38,776805,10544140
Aqua Azul LC International,Arunachal Pradesh s Brine,2032,12,28,572515,5958470
Aqua Azul LC International,Arunachal Pradesh s Brine,2033,1,69,1401145,16137850
Aqua Azul LC International,Arunachal Pradesh s Brine,2033,2,28,582800,5872705
Aqua Azul LC International,Arunachal Pradesh s Brine,2033,3,45,950585,9178900
Aqua Azul LC International,Arunachal Pradesh s Brine,2033,4,30,625210,6196930
Aqua Azul LC International,Arunachal Pradesh s Brine,2033,5,58,1155585,10929630
Aqua Azul LC International,Arunachal Pradesh s Brine,2033,6,37,735600,7161820
Aqua Azul LC International,Arunachal Pradesh s Brine,2033,7,44,896095,9321405
Aqua Azul LC International,Arunachal Pradesh s Brine,2033,8,76,1561935,16131325
Aqua Azul LC International,Arunachal Pradesh s Brine,2033,9,72,1501125,16290380
Aqua Azul LC International,Arunachal Pradesh s Brine,2033,10,57,1214810,12374325
Aqua Azul LC International,Arunachal Pradesh s Brine,2033,11,28,603260,6228775
Aqua Azul LC International,Arunachal Pradesh s Brine,2033,12,24,496690,4886450
Aqua Azul LC International,Arunachal Pradesh s Brine,2034,1,53,1088530,10836930
Aqua Azul LC International,Arunachal Pradesh s Brine,2034,2,39,771500,8595460
Aqua Azul LC International,Arunachal Pradesh s Brine,2034,3,61,1302935,17984965
Aqua Azul LC International,Arunachal Pradesh s Brine,2034,4,54,1121865,16053300
Aqua Azul LC International,Arunachal Pradesh s Brine,2034,5,81,1654060,26357635
Aqua Azul LC International,Arunachal Pradesh s Brine,2034,6,62,1283405,20273270
Aqua Azul LC International,Arunachal Pradesh s Brine,2034,7,52,1082985,16426505
Aqua Azul LC International,Arunachal Pradesh s Brine,2034,8,61,1255140,18547835
Aqua Azul LC International,Arunachal Pradesh s Brine,2034,9,66,1375935,21362805
Aqua Azul LC International,Arunachal Pradesh s Brine,2034,10,69,1426345,21748075
Aqua Azul LC International,Arunachal Pradesh s Brine,2034,11,72,1501920,21691385
Aqua Azul LC International,Arunachal Pradesh s Brine,2034,12,54,1147050,17022610
Aqua Azul LC International,Caracola del Sol Services,2028,2,1,24545,209010
Aqua Azul LC International,Caracola del Sol Services,2028,3,5,124415,1070460
Aqua Azul LC International,Caracola del Sol Services,2028,4,3,75025,648360
Aqua Azul LC International,Caracola del Sol Services,2028,5,2,49335,406255
Aqua Azul LC International,Caracola del Sol Services,2028,8,2,44215,400025
Aqua Azul LC International,Caracola del Sol Services,2028,11,1,23020,219045
Aqua Azul LC International,Caracola del Sol Services,2030,1,1,18820,160005
Aqua Azul LC International,Caracola del Sol Services,2030,3,1,18825,356320
Aqua Azul LC International,Caracola del Sol Services,2030,5,1,19040,361165
Aqua Azul LC International,Caracola del Sol Services,2030,8,1,19100,172140
Aqua Azul LC International,Caracola del Sol Services,2030,10,1,18685,106040
Aqua Azul LC International,Caracola del Sol Services,2030,12,1,18670,106050
Aqua Azul LC International,Caracola del Sol Services,2031,1,1,18825,106090
Aqua Azul LC International,Caracola del Sol Services,2031,2,1,18820,184025
Aqua Azul LC International,Caracola del Sol Services,2031,6,2,35760,498330
Aqua Azul LC International,Caracola del Sol Services,2031,7,3,60425,582205
Aqua Azul LC International,Caracola del Sol Services,2031,8,3,52975,735485
Aqua Azul LC International,Caracola del Sol Services,2031,9,1,19915,283090
Aqua Azul LC International,Caracola del Sol Services,2031,10,2,36680,535245
Aqua Azul LC International,Caracola del Sol Services,2031,11,1,19920,290095
Aqua Azul LC International,Caracola del Sol Services,2031,12,2,39655,578065
Aqua Azul LC International,Caracola del Sol Services,2032,1,2,39515,471195
Aqua Azul LC International,Caracola del Sol Services,2032,2,2,50305,482220
Aqua Azul LC International,Caracola del Sol Services,2032,3,1,22985,283115
Aqua Azul LC International,Caracola del Sol Services,2032,6,4,91930,1031615
Aqua Azul LC International,Caracola del Sol Services,2032,7,2,46130,457240
Aqua Azul LC International,Caracola del Sol Services,2032,8,1,22985,230090
