source,target,Year,weights,totalweightkg,totalvalueofgoodsusd
CoralCove Foods AG Marine conservation,hǎi dǎn Corporation Wharf,2028,44,846615,9225985
CoralCove Foods AG Marine conservation,hǎi dǎn Corporation Wharf,2029,22,425795,5010520
CoralCove Foods AG Marine conservation,hǎi dǎn Corporation Wharf,2030,42,825290,7794495
CoralCove Foods AG Marine conservation,hǎi dǎn Corporation Wharf,2031,53,1072025,10349870
CoralCove Foods AG Marine conservation,hǎi dǎn Corporation Wharf,2032,34,658385,6078770
CoralCove Foods AG Marine conservation,hǎi dǎn Corporation Wharf,2033,8,167655,1338740
CoralCove Foods AG Marine conservation,hǎi dǎn Corporation Wharf,2034,4,87855,758420
CoralCove Foods AG Marine conservation,páng xiè S.A. de C.V. Line,2028,10,200085,2257725
CoralCove Foods AG Marine conservation,páng xiè S.A. de C.V. Line,2029,4,78860,934595
CoralCove Foods AG Marine conservation,páng xiè S.A. de C.V. Line,2030,10,194570,1824940
CoralCove Foods AG Marine conservation,páng xiè S.A. de C.V. Line,2031,14,274580,2366125
CoralCove Foods AG Marine conservation,páng xiè S.A. de C.V. Line,2032,20,397305,3496045
CoralCove Foods AG Marine conservation,páng xiè S.A. de C.V. Line,2033,1,19350,NA
Costa de Oro BV,Great Ruaha River  GmbH,2030,22,388955,2191345
Costa de Oro BV,Great Ruaha River  GmbH,2031,41,789965,5057545
Costa de Oro BV,Great Ruaha River  GmbH,2032,13,246230,2589105
Costa de Oro BV,Great Ruaha River  GmbH,2033,6,114500,802230
Costa de Oro BV,Kong zhong diao yu  Ges.m.b.H.,2030,52,1145265,10564245
Costa de Oro BV,Kong zhong diao yu  Ges.m.b.H.,2031,123,2940645,29230095
Costa de Oro BV,Kong zhong diao yu  Ges.m.b.H.,2032,137,3265385,37073695
Costa de Oro BV,Kong zhong diao yu  Ges.m.b.H.,2033,167,4027200,39399300
Costa de Oro BV,Kong zhong diao yu  Ges.m.b.H.,2034,156,3720085,40953010
Costa de Oro BV,Saltwater Supreme Pelican Ltd Enterprises,2030,25,504525,3411010
Costa de Oro BV,Saltwater Supreme Pelican Ltd Enterprises,2031,67,1407530,10073575
Costa de Oro BV,Saltwater Supreme Pelican Ltd Enterprises,2032,81,1708230,14140735
Costa de Oro BV,Saltwater Supreme Pelican Ltd Enterprises,2033,72,1534010,NA
Costa de Oro BV,Saltwater Supreme Pelican Ltd Enterprises,2034,39,795960,NA
Daniel Ferry N.V. Transit,-54,2029,2,34315,406250
Daniel Ferry N.V. Transit,-54,2031,2,34235,323055
Daniel Ferry N.V. Transit,-54,2033,15,294530,2438275
Daniel Ferry N.V. Transit,-54,2034,44,860540,6173425
Daniel Ferry N.V. Transit,AquaDelight N.V. Coral Reef,2028,176,2880605,31287610
Daniel Ferry N.V. Transit,AquaDelight N.V. Coral Reef,2029,387,6489620,79517420
Daniel Ferry N.V. Transit,AquaDelight N.V. Coral Reef,2030,64,1048810,10479055
Daniel Ferry N.V. Transit,AquaDelight N.V. Coral Reef,2032,279,5415625,58329795
Daniel Ferry N.V. Transit,AquaDelight N.V. Coral Reef,2033,309,5933080,NA
Daniel Ferry N.V. Transit,AquaDelight N.V. Coral Reef,2034,260,5042560,45936305
Daniel Ferry N.V. Transit,Caracola Azul Oyj &,2028,4,67690,773475
Daniel Ferry N.V. Transit,Caracola Azul Oyj &,2029,31,528215,6570215
Daniel Ferry N.V. Transit,Caracola Azul Oyj &,2030,3,48360,451295
Daniel Ferry N.V. Transit,Caracola Azul Oyj &,2031,14,249730,3231675
Daniel Ferry N.V. Transit,Caracola Azul Oyj &,2032,19,337905,3781885
Daniel Ferry N.V. Transit,Caracola Azul Oyj &,2033,5,88825,1083305
Daniel Ferry N.V. Transit,Caracola del Este Ltd. Liability Co,2028,9,134435,1584545
Daniel Ferry N.V. Transit,Caracola del Este Ltd. Liability Co,2029,4,61215,746280
Daniel Ferry N.V. Transit,Caracola del Este Ltd. Liability Co,2030,7,105030,981275
Daniel Ferry N.V. Transit,Caracola del Este Ltd. Liability Co,2031,10,168875,1611745
Daniel Ferry N.V. Transit,Caracola del Este Ltd. Liability Co,2032,21,418100,3690965
Daniel Ferry N.V. Transit,Caracola del Este Ltd. Liability Co,2033,10,196905,NA
Daniel Ferry N.V. Transit,Caracola del Este Ltd. Liability Co,2034,22,405920,4408340
Daniel Ferry N.V. Transit,Costa de la Felicidad Shipping,2028,1,15850,160080
Daniel Ferry N.V. Transit,Costa de la Felicidad Shipping,2029,18,291630,3704470
Daniel Ferry N.V. Transit,Costa de la Felicidad Shipping,2030,43,713540,6453505
Daniel Ferry N.V. Transit,Costa de la Felicidad Shipping,2031,83,1485550,13802970
Daniel Ferry N.V. Transit,Costa de la Felicidad Shipping,2032,218,4203830,35402210
Daniel Ferry N.V. Transit,Costa de la Felicidad Shipping,2033,86,1628700,NA
Daniel Ferry N.V. Transit,Costa de la Felicidad Shipping,2034,69,1334345,11620435
Daniel Ferry N.V. Transit,Madagascar Coast  AG Freight ,2028,18,289505,3186310
Daniel Ferry N.V. Transit,Madagascar Coast  AG Freight ,2029,50,815840,9928185
Daniel Ferry N.V. Transit,Madagascar Coast  AG Freight ,2030,81,1337925,12809775
Daniel Ferry N.V. Transit,Madagascar Coast  AG Freight ,2031,85,1579645,18034460
Daniel Ferry N.V. Transit,Madagascar Coast  AG Freight ,2032,116,2257750,22581490
Daniel Ferry N.V. Transit,Madagascar Coast  AG Freight ,2033,164,3192560,NA
Daniel Ferry N.V. Transit,Madagascar Coast  AG Freight ,2034,193,3686170,32403855
Daniel Ferry N.V. Transit,Mar del Este CJSC,2028,19,305800,3305695
Daniel Ferry N.V. Transit,Mar del Este CJSC,2029,14,229655,2941770
Daniel Ferry N.V. Transit,Mar del Este CJSC,2030,19,311995,2899380
Daniel Ferry N.V. Transit,Mar del Este CJSC,2031,49,876755,8666350
Daniel Ferry N.V. Transit,Mar del Este CJSC,2032,30,582305,5592860
Daniel Ferry N.V. Transit,Mar del Este CJSC,2033,35,714475,NA
Daniel Ferry N.V. Transit,Mar del Este CJSC,2034,25,500515,4398480
Daniel Ferry N.V. Transit,Mar del Placer Manatee,2028,1,16165,203135
Daniel Ferry N.V. Transit,Mar del Placer Manatee,2029,2,31585,418120
Daniel Ferry N.V. Transit,Mar del Placer Manatee,2030,4,67135,629270
Daniel Ferry N.V. Transit,Mar del Placer Manatee,2031,31,580975,5602760
Daniel Ferry N.V. Transit,Mar del Placer Manatee,2032,52,1028150,9652095
Daniel Ferry N.V. Transit,Mar del Placer Manatee,2033,12,232915,NA
Daniel Ferry N.V. Transit,Olas del Sur Ltd,2033,18,329305,2882485
Daniel Ferry N.V. Transit,Olas del Sur Ltd,2034,61,1113640,10162030
Daniel Ferry N.V. Transit,Pao gan LC Freight ,2028,14,241225,2498470
Daniel Ferry N.V. Transit,Pao gan LC Freight ,2029,7,109435,1325560
Daniel Ferry N.V. Transit,Pao gan LC Freight ,2030,3,46800,456355
Daniel Ferry N.V. Transit,Pao gan LC Freight ,2031,9,157910,1849600
Daniel Ferry N.V. Transit,Pao gan LC Freight ,2032,8,156640,1774825
Daniel Ferry N.V. Transit,Pao gan LC Freight ,2033,8,147125,NA
Daniel Ferry N.V. Transit,Pao gan LC Freight ,2034,10,185835,1632975
Daniel Ferry N.V. Transit,Pao gan SE Seal,2028,2,34040,356115
Daniel Ferry N.V. Transit,Pao gan SE Seal,2029,2,32885,426265
Daniel Ferry N.V. Transit,Pao gan SE Seal,2030,1,17150,161160
Daniel Ferry N.V. Transit,Pao gan SE Seal,2031,11,196795,1987525
Daniel Ferry N.V. Transit,Pao gan SE Seal,2032,51,948270,10986800
Daniel Ferry N.V. Transit,Pao gan SE Seal,2033,51,959675,NA
Daniel Ferry N.V. Transit,Pao gan SE Seal,2034,82,1614470,13777275
Daniel Ferry N.V. Transit,Sea Breeze Corporation Marine sanctuary,2028,3,45265,472245
Daniel Ferry N.V. Transit,Sea Breeze Corporation Marine sanctuary,2030,2,31865,289220
Daniel Ferry N.V. Transit,Sea Breeze Corporation Marine sanctuary,2031,20,352345,3365585
Daniel Ferry N.V. Transit,Sea Breeze Corporation Marine sanctuary,2032,10,197235,1631915
Daniel Ferry N.V. Transit,Sea Breeze Corporation Marine sanctuary,2033,31,603560,NA
Daniel Ferry N.V. Transit,Sea Breeze Corporation Marine sanctuary,2034,9,173155,1537775
Daniel Ferry N.V. Transit,The Sea Turtle GmbH & Co. KG,2028,8,133825,1480735
Daniel Ferry N.V. Transit,The Sea Turtle GmbH & Co. KG,2029,8,129520,1546805
Daniel Ferry N.V. Transit,The Sea Turtle GmbH & Co. KG,2030,2,34300,322160
Daniel Ferry N.V. Transit,The Sea Turtle GmbH & Co. KG,2031,18,340255,4941150
Daniel Ferry N.V. Transit,The Sea Turtle GmbH & Co. KG,2032,7,142965,3270055
Daniel Ferry N.V. Transit,The Sea Turtle GmbH & Co. KG,2033,6,120275,1293900
Daniel Ferry N.V. Transit,The Sea Turtle GmbH & Co. KG,2034,16,326720,3134260
Daniel Ferry N.V. Transit,Tripura  Pier N.V. Solutions,2028,3,50300,532480
Daniel Ferry N.V. Transit,Tripura  Pier N.V. Solutions,2029,24,411440,4905230
Daniel Ferry N.V. Transit,Tripura  Pier N.V. Solutions,2030,23,396190,3724790
Daniel Ferry N.V. Transit,Tripura  Pier N.V. Solutions,2031,8,139480,1712885
Daniel Ferry N.V. Transit,Tripura  Pier N.V. Solutions,2032,21,378000,5520945
Daniel Ferry N.V. Transit,Tripura  Pier N.V. Solutions,2033,7,126395,1403510
Daniel Ferry N.V. Transit,Tripura  Pier N.V. Solutions,2034,8,155430,1340780
Daniel Ferry N.V. Transit,hǎi dǎn Corporation Wharf,2028,5,79660,836560
Daniel Ferry N.V. Transit,hǎi dǎn Corporation Wharf,2029,11,184365,2235905
Daniel Ferry N.V. Transit,hǎi dǎn Corporation Wharf,2030,5,84815,826435
Daniel Ferry N.V. Transit,hǎi dǎn Corporation Wharf,2031,7,126495,1355580
Daniel Ferry N.V. Transit,hǎi dǎn Corporation Wharf,2032,10,196915,2444885
Daniel Ferry N.V. Transit,hǎi dǎn Corporation Wharf,2033,10,194665,1828890
Daniel Ferry N.V. Transit,hǎi dǎn Corporation Wharf,2034,8,158105,1427675
Danish Plaice BV Investment,Pao gan SE Seal,2028,95,1850810,21785020
Danish Plaice BV Investment,Pao gan SE Seal,2029,95,1981905,NA
Danish Plaice BV Investment,Pao gan SE Seal,2030,93,1982405,18662750
Danish Plaice BV Investment,Pao gan SE Seal,2031,169,3389495,34365575
Danish Plaice BV Investment,Pao gan SE Seal,2032,221,4240105,39523140
Danish Plaice BV Investment,Pao gan SE Seal,2033,346,6769080,NA
Danish Plaice BV Investment,Pao gan SE Seal,2034,454,8848950,99209905
Danish Plaice Ltd. Liability Co Logistics,AquaDelight N.V. Coral Reef,2032,48,996885,10482350
Danish Plaice Ltd. Liability Co Logistics,AquaDelight N.V. Coral Reef,2033,15,312795,2972340
Danish Plaice Ltd. Liability Co Logistics,Arena del Mar Marine Marine biology,2028,34,668135,5779940
Danish Plaice Ltd. Liability Co Logistics,Arena del Mar Marine Marine biology,2029,32,626025,5916655
Danish Plaice Ltd. Liability Co Logistics,Arena del Mar Marine Marine biology,2030,51,971360,8880890
Danish Plaice Ltd. Liability Co Logistics,Arena del Mar Marine Marine biology,2031,67,1253230,11907255
Danish Plaice Ltd. Liability Co Logistics,Arena del Mar Marine Marine biology,2032,94,1785360,18149975
Danish Plaice Ltd. Liability Co Logistics,Arena del Mar Marine Marine biology,2033,147,2806975,NA
Danish Plaice Ltd. Liability Co Logistics,Arena del Mar Marine Marine biology,2034,172,3160695,NA
Danish Plaice Ltd. Liability Co Logistics,Coral Cove BV Delivery,2028,11,210125,1765615
Danish Plaice Ltd. Liability Co Logistics,Coral Cove BV Delivery,2029,18,345125,3214775
Danish Plaice Ltd. Liability Co Logistics,Coral Cove BV Delivery,2030,25,473315,4455960
Danish Plaice Ltd. Liability Co Logistics,Coral Cove BV Delivery,2033,19,473430,NA
Danish Plaice Ltd. Liability Co Logistics,Coral Cove BV Delivery,2034,1,19295,328010
Danish Plaice Ltd. Liability Co Logistics,Costa de la Felicidad Shipping,2028,9,155340,1388435
Danish Plaice Ltd. Liability Co Logistics,Costa de la Felicidad Shipping,2029,11,214915,1966305
Danish Plaice Ltd. Liability Co Logistics,Costa de la Felicidad Shipping,2030,7,145220,1253795
Danish Plaice Ltd. Liability Co Logistics,Costa de la Felicidad Shipping,2031,7,152180,1654195
Danish Plaice Ltd. Liability Co Logistics,Costa de la Felicidad Shipping,2032,5,106940,1122705
Danish Plaice Ltd. Liability Co Logistics,Costa de la Felicidad Shipping,2033,8,178980,NA
Danish Plaice Ltd. Liability Co Logistics,Costa de la Felicidad Shipping,2034,12,263915,2789660
Danish Plaice Ltd. Liability Co Logistics,Lake Turkana  Charter Boat  NV Marine,2028,65,1759045,15011495
Danish Plaice Ltd. Liability Co Logistics,Lake Turkana  Charter Boat  NV Marine,2029,45,1215710,11086240
Danish Plaice Ltd. Liability Co Logistics,Lake Turkana  Charter Boat  NV Marine,2030,48,1118055,10685990
Danish Plaice Ltd. Liability Co Logistics,Mar del Este CJSC,2028,21,383530,NA
Danish Plaice Ltd. Liability Co Logistics,Mar del Este CJSC,2029,14,303630,2762580
Danish Plaice Ltd. Liability Co Logistics,Mar del Este CJSC,2030,15,311015,3349825
Danish Plaice Ltd. Liability Co Logistics,Mar del Este CJSC,2031,6,133430,1244800
Danish Plaice Ltd. Liability Co Logistics,Mar del Este CJSC,2032,5,82185,817365
Danish Plaice Ltd. Liability Co Logistics,Mar del Este CJSC,2033,11,214150,2180010
Danish Plaice Ltd. Liability Co Logistics,Mar del Este CJSC,2034,2,37550,434175
Danish Plaice Ltd. Liability Co Logistics,hǎi dǎn Corporation Wharf,2028,134,3607020,31172365
Danish Plaice Ltd. Liability Co Logistics,hǎi dǎn Corporation Wharf,2029,54,1432015,13365935
Danish Plaice Ltd. Liability Co Logistics,hǎi dǎn Corporation Wharf,2030,45,1031120,9662160
Danish Plaice Ltd. Liability Co Logistics,hǎi dǎn Corporation Wharf,2031,7,142735,1384040
Danish Plaice Ltd. Liability Co Logistics,hǎi dǎn Corporation Wharf,2032,14,324700,3497745
Danish Plaice Ltd. Liability Co Logistics,hǎi dǎn Corporation Wharf,2033,22,506960,NA
Danish Plaice Ltd. Liability Co Logistics,hǎi dǎn Corporation Wharf,2034,32,631925,NA
David Limited Liability Company Worldwide,Arunachal Pradesh s Brine,2031,7,170255,967610
David Limited Liability Company Worldwide,Arunachal Pradesh s Brine,2032,48,936540,5738665
David Limited Liability Company Worldwide,Arunachal Pradesh s Brine,2033,116,1817425,15963080
David Limited Liability Company Worldwide,Arunachal Pradesh s Brine,2034,94,1378705,8906610
David Limited Liability Company Worldwide,Belgian Cod BV Solutions,2030,4,101085,564275
David Limited Liability Company Worldwide,Belgian Cod BV Solutions,2031,13,300595,1831765
David Limited Liability Company Worldwide,Belgian Cod BV Solutions,2032,29,640435,4050755
David Limited Liability Company Worldwide,Belgian Cod BV Solutions,2033,37,716320,NA
David Limited Liability Company Worldwide,Belgian Cod BV Solutions,2034,158,3601125,24992830
David Limited Liability Company Worldwide,Costa del Sol A/S,2030,22,494600,2697175
David Limited Liability Company Worldwide,Costa del Sol A/S,2031,52,1067255,5980455
David Limited Liability Company Worldwide,Costa del Sol A/S,2032,121,2765365,16830970
David Limited Liability Company Worldwide,Costa del Sol A/S,2033,305,6358240,53502545
David Limited Liability Company Worldwide,Costa del Sol A/S,2034,225,5048795,NA
David Limited Liability Company Worldwide,Mar del Este CJSC,2030,4,100860,311395
David Limited Liability Company Worldwide,Mar del Este CJSC,2031,5,114775,904355
David Limited Liability Company Worldwide,Mar del Este CJSC,2032,4,57235,583405
David Limited Liability Company Worldwide,Mar del Este CJSC,2033,22,377015,4371315
David Limited Liability Company Worldwide,Mar del Este CJSC,2034,58,1219985,10774255
David Limited Liability Company Worldwide,Yu gan  Sea spray GmbH Industrial,2030,116,2878730,13340915
David Limited Liability Company Worldwide,Yu gan  Sea spray GmbH Industrial,2031,100,2463140,11037025
Dnipro  Breakwater LC Marine sanctuary,-106,2032,4,87195,660385
Dnipro  Breakwater LC Marine sanctuary,-106,2033,60,1279200,NA
Dnipro  Breakwater LC Marine sanctuary,-106,2034,34,738795,5116475
Dnipro  Breakwater LC Marine sanctuary,-3336,2029,6,138450,NA
Dnipro  Breakwater LC Marine sanctuary,-3336,2030,66,1517150,NA
Dnipro  Breakwater LC Marine sanctuary,-3336,2031,10,230640,1182510
Dnipro  Breakwater LC Marine sanctuary,3 Oceanography ОАО Marine life,2030,1,21990,201155
Dnipro  Breakwater LC Marine sanctuary,3 Oceanography ОАО Marine life,2031,2,38445,440270
Dnipro  Breakwater LC Marine sanctuary,3 Oceanography ОАО Marine life,2032,73,1494290,5391735
Dnipro  Breakwater LC Marine sanctuary,3 Oceanography ОАО Marine life,2033,120,2534315,NA
Dnipro  Breakwater LC Marine sanctuary,3 Oceanography ОАО Marine life,2034,89,1757420,NA
Dnipro  Breakwater LC Marine sanctuary,Belgian Shrimps Ocean Corp Holdings,2031,25,571305,2093020
Dnipro  Breakwater LC Marine sanctuary,Belgian Shrimps Ocean Corp Holdings,2032,11,254910,1067160
Dnipro  Breakwater LC Marine sanctuary,Belgian Shrimps Ocean Corp Holdings,2033,37,807860,NA
Dnipro  Breakwater LC Marine sanctuary,Belgian Shrimps Ocean Corp Holdings,2034,12,263270,2069180
Dnipro  Breakwater LC Marine sanctuary,Caracola del Sol Services,2032,39,833360,3166765
Dnipro  Breakwater LC Marine sanctuary,Caracola del Sol Services,2033,7,183600,1606695
Dnipro  Breakwater LC Marine sanctuary,Caracola del Sol Services,2034,6,132185,954525
Dnipro  Breakwater LC Marine sanctuary,Costa de la Felicidad Shipping,2031,4,84630,802615
Dnipro  Breakwater LC Marine sanctuary,Costa de la Felicidad Shipping,2032,95,2152620,9911875
Dnipro  Breakwater LC Marine sanctuary,Costa de la Felicidad Shipping,2033,27,531930,NA
Dnipro  Breakwater LC Marine sanctuary,Costa de la Felicidad Shipping,2034,35,716480,NA
Dnipro  Breakwater LC Marine sanctuary,Mar del Este CJSC,2030,1,20995,210200
Dnipro  Breakwater LC Marine sanctuary,Mar del Este CJSC,2031,2,42915,308140
Dnipro  Breakwater LC Marine sanctuary,Mar del Este CJSC,2032,10,222830,2584020
Dnipro  Breakwater LC Marine sanctuary,Mar del Este CJSC,2033,20,424040,NA
Dnipro  Breakwater LC Marine sanctuary,Mar del Este CJSC,2034,24,528620,NA
Dnipro  Breakwater LC Marine sanctuary,Ola del Mar SRL,2032,29,617160,4695935
Dnipro  Breakwater LC Marine sanctuary,Ola del Mar SRL,2033,28,582245,NA
Dnipro  Breakwater LC Marine sanctuary,Ola del Mar SRL,2034,6,113075,NA
Dnipro  Breakwater LC Marine sanctuary,Reef Rascals Merchants Dashi,2032,4,84425,640385
Dnipro  Breakwater LC Marine sanctuary,Reef Rascals Merchants Dashi,2033,32,682780,4912570
Dnipro  Breakwater LC Marine sanctuary,Reef Rascals Merchants Dashi,2034,44,978085,6997325
Dutch Eel AB Holdings,AquaDelight N.V. Coral Reef,2028,6,108420,1219535
Dutch Eel AB Holdings,AquaDelight N.V. Coral Reef,2029,15,264445,3163315
Dutch Eel AB Holdings,AquaDelight N.V. Coral Reef,2030,3,53615,555385
Dutch Eel AB Holdings,AquaDelight N.V. Coral Reef,2032,31,619945,6441110
Dutch Eel AB Holdings,AquaDelight N.V. Coral Reef,2033,125,2556150,NA
Dutch Eel AB Holdings,AquaDelight N.V. Coral Reef,2034,80,1568145,15220920
Dutch Eel AB Holdings,Dubingiai Ltd. Liability Co,2028,3,52650,666290
Dutch Eel AB Holdings,Dubingiai Ltd. Liability Co,2029,7,130815,1523870
Dutch Eel AB Holdings,Dubingiai Ltd. Liability Co,2030,10,184370,1706855
Dutch Eel AB Holdings,Dubingiai Ltd. Liability Co,2032,1,20135,204010
Dutch Eel AB Holdings,Dubingiai Ltd. Liability Co,2033,53,1075020,NA
Dutch Eel AB Holdings,Dubingiai Ltd. Liability Co,2034,30,574600,5319785
Dutch Eel AB Holdings,Kong zhong diao yu  Ges.m.b.H.,2028,2,35550,447115
Dutch Eel AB Holdings,Kong zhong diao yu  Ges.m.b.H.,2029,21,387190,4588395
Dutch Eel AB Holdings,Kong zhong diao yu  Ges.m.b.H.,2030,62,1130290,16711220
Dutch Eel AB Holdings,Kong zhong diao yu  Ges.m.b.H.,2031,66,1299930,16818060
Dutch Eel AB Holdings,Kong zhong diao yu  Ges.m.b.H.,2032,86,1828775,22651305
Dutch Eel AB Holdings,Kong zhong diao yu  Ges.m.b.H.,2033,77,1590610,NA
Dutch Eel AB Holdings,Kong zhong diao yu  Ges.m.b.H.,2034,69,1426330,14700885
Dutch Eel AB Holdings,The Sea Turtle GmbH & Co. KG,2028,191,3395110,40622915
Dutch Eel AB Holdings,The Sea Turtle GmbH & Co. KG,2029,246,4449520,53595445
Dutch Eel AB Holdings,The Sea Turtle GmbH & Co. KG,2030,260,4680805,44053170
Dutch Eel AB Holdings,The Sea Turtle GmbH & Co. KG,2031,206,3883520,37665375
Dutch Eel AB Holdings,The Sea Turtle GmbH & Co. KG,2032,9,183515,1829155
Dutch Eel AB Holdings,The Sea Turtle GmbH & Co. KG,2034,193,3941265,38910820
Dutch Eel AB Holdings,hǎi dǎn Corporation Wharf,2028,82,1456095,16570515
Dutch Eel AB Holdings,hǎi dǎn Corporation Wharf,2029,48,884860,10945990
Dutch Eel AB Holdings,hǎi dǎn Corporation Wharf,2030,6,104185,1898690
Dutch Eel AB Holdings,hǎi dǎn Corporation Wharf,2031,17,311410,3047220
Dutch Eel AB Holdings,hǎi dǎn Corporation Wharf,2032,1,19525,263025
Dutch Eel AB Holdings,páng xiè S.A. de C.V. Line,2031,10,199830,1948920
Dutch Eel AB Holdings,páng xiè S.A. de C.V. Line,2032,105,1998060,20178070
Dutch Eel AB Holdings,páng xiè S.A. de C.V. Line,2033,214,4145870,NA
Dutch Eel AB Holdings,páng xiè S.A. de C.V. Line,2034,321,6111470,58810865
Dutch Mussels Tidepool ОАО Express,Ancla Marina AB Holdings,2028,56,1275765,5660170
Dutch Mussels Tidepool ОАО Express,Ancla Marina AB Holdings,2029,8,174630,808920
Dutch Mussels Tidepool ОАО Express,Ancla Marina AB Holdings,2030,11,250490,972400
Dutch Mussels Tidepool ОАО Express,Ancla Marina AB Holdings,2031,8,169115,518600
Dutch Mussels Tidepool ОАО Express,Ancla Marina AB Holdings,2033,35,685380,2133940
Dutch Mussels Tidepool ОАО Express,Ancla Marina AB Holdings,2034,20,420970,1530710
Dutch Mussels Tidepool ОАО Express,Caracola del Sol Services,2028,8,195480,924340
Dutch Mussels Tidepool ОАО Express,Caracola del Sol Services,2029,13,298950,1401845
Dutch Mussels Tidepool ОАО Express,Caracola del Sol Services,2030,67,1405955,5536850
Dutch Mussels Tidepool ОАО Express,Caracola del Sol Services,2031,79,1603995,6140995
Dutch Mussels Tidepool ОАО Express,Caracola del Sol Services,2032,22,431905,1252195
Dutch Mussels Tidepool ОАО Express,Caracola del Sol Services,2033,38,805240,3034760
Dutch Mussels Tidepool ОАО Express,Caracola del Sol Services,2034,14,296705,977235
Dutch Mussels Tidepool ОАО Express,Costa de la Felicidad Shipping,2028,18,461785,4304450
Dutch Mussels Tidepool ОАО Express,Costa de la Felicidad Shipping,2029,15,337255,1629980
Dutch Mussels Tidepool ОАО Express,Costa de la Felicidad Shipping,2030,11,221745,995985
Dutch Mussels Tidepool ОАО Express,Costa de la Felicidad Shipping,2031,3,72745,425460
Dutch Mussels Tidepool ОАО Express,Costa de la Felicidad Shipping,2032,13,299610,2754995
Dutch Mussels Tidepool ОАО Express,Costa de la Felicidad Shipping,2033,7,145210,534840
Dutch Mussels Tidepool ОАО Express,Costa de la Felicidad Shipping,2034,1,23005,180045
Dutch Mussels Tidepool ОАО Express,Mar del Este CJSC,2028,8,178845,1366725
Dutch Mussels Tidepool ОАО Express,Mar del Este CJSC,2029,10,215345,964990
Dutch Mussels Tidepool ОАО Express,Mar del Este CJSC,2030,15,342045,1269945
Dutch Mussels Tidepool ОАО Express,Mar del Este CJSC,2031,5,111070,381460
Dutch Mussels Tidepool ОАО Express,Mar del Este CJSC,2032,8,159030,619455
Dutch Mussels Tidepool ОАО Express,Mar del Este CJSC,2033,5,103665,192665
Dutch Mussels Tidepool ОАО Express,Mar del Este CJSC,2034,19,468415,1392165
Dutch Mussels Tidepool ОАО Express,Pao gan LC Freight ,2028,2,49820,219190
Dutch Mussels Tidepool ОАО Express,Pao gan LC Freight ,2029,1,21840,106005
Dutch Mussels Tidepool ОАО Express,Pao gan LC Freight ,2030,6,136695,655455
Dutch Mussels Tidepool ОАО Express,Pao gan LC Freight ,2031,63,1268470,4491785
Dutch Mussels Tidepool ОАО Express,Pao gan LC Freight ,2032,136,2734360,7873035
Dutch Mussels Tidepool ОАО Express,Pao gan LC Freight ,2033,125,2562525,8345230
Dutch Mussels Tidepool ОАО Express,Pao gan LC Freight ,2034,26,566250,1442970
Dutch Mussels Tidepool ОАО Express,Pao gan SE Seal,2028,15,386770,1741070
Dutch Mussels Tidepool ОАО Express,Pao gan SE Seal,2029,28,634715,3021315
Dutch Mussels Tidepool ОАО Express,Pao gan SE Seal,2030,9,199100,788930
Dutch Mussels Tidepool ОАО Express,Pao gan SE Seal,2034,28,639640,1956565
Dutch Mussels Tidepool ОАО Express,Punjab s Marine conservation,2028,37,663385,3088640
Dutch Mussels Tidepool ОАО Express,Punjab s Marine conservation,2029,16,284360,1443590
Dutch Mussels Tidepool ОАО Express,Punjab s Marine conservation,2030,7,122485,475145
Edward Tsunami Ges.m.b.H. Family,AquaDelight N.V. Coral Reef,2032,27,540180,5618455
Edward Tsunami Ges.m.b.H. Family,AquaDelight N.V. Coral Reef,2033,24,443455,NA
Edward Tsunami Ges.m.b.H. Family,AquaDelight N.V. Coral Reef,2034,13,247410,2052245
Edward Tsunami Ges.m.b.H. Family,Assam  Market Cargo ship Company Marine conservation,2029,19,394515,4543260
Edward Tsunami Ges.m.b.H. Family,Assam  Market Cargo ship Company Marine conservation,2030,50,935580,8660120
Edward Tsunami Ges.m.b.H. Family,Assam  Market Cargo ship Company Marine conservation,2031,94,1736225,15836625
Edward Tsunami Ges.m.b.H. Family,Assam  Market Cargo ship Company Marine conservation,2032,41,801270,7307775
Edward Tsunami Ges.m.b.H. Family,Assam  Market Cargo ship Company Marine conservation,2033,59,1094125,NA
Edward Tsunami Ges.m.b.H. Family,Assam  Market Cargo ship Company Marine conservation,2034,39,716355,6011900
Edward Tsunami Ges.m.b.H. Family,Costa de la Felicidad Shipping,2029,2,39225,435190
Edward Tsunami Ges.m.b.H. Family,Costa de la Felicidad Shipping,2030,14,269350,2509475
Edward Tsunami Ges.m.b.H. Family,Costa de la Felicidad Shipping,2031,51,1016610,9842175
Edward Tsunami Ges.m.b.H. Family,Costa de la Felicidad Shipping,2032,27,545445,5570790
Edward Tsunami Ges.m.b.H. Family,Costa de la Felicidad Shipping,2033,9,122850,NA
Edward Tsunami Ges.m.b.H. Family,Costa de la Felicidad Shipping,2034,5,63890,493890
Edward Tsunami Ges.m.b.H. Family,David Ltd. Liability Co Forwading,2031,1,17230,169085
Edward Tsunami Ges.m.b.H. Family,David Ltd. Liability Co Forwading,2032,8,136515,1246685
Edward Tsunami Ges.m.b.H. Family,David Ltd. Liability Co Forwading,2033,27,463870,NA
Edward Tsunami Ges.m.b.H. Family,David Ltd. Liability Co Forwading,2034,27,521165,4372180
Edward Tsunami Ges.m.b.H. Family,Pao gan SE Seal,2028,3,58525,578095
