source,target,Year,Month,weights,totalweightkg,totalvalueofgoodsusd
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2034,6,1,20660,287090
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2034,7,3,61990,930150
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2034,8,2,41350,596415
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2034,9,3,61995,894690
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2034,11,2,41335,536035
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2034,12,2,41340,548310
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2028,2,1,17990,216080
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2028,3,2,35985,390240
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2028,8,3,53950,603375
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2028,9,2,35975,420215
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2028,11,2,34990,450240
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2029,2,1,17990,237090
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2029,3,7,125900,1452630
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2029,4,3,53960,653355
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2029,5,2,35975,452210
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2029,6,4,71940,880340
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2029,7,4,71960,876580
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2029,10,4,71965,896480
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2029,11,3,53355,633380
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2029,12,6,105735,1219410
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2030,1,1,14990,155040
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2030,3,3,53955,526235
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2030,4,1,17980,171005
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2030,5,4,71970,688380
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2030,6,11,197345,1856125
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2030,7,5,89555,812550
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2030,8,2,35470,320045
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2030,9,8,141160,1264595
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2030,10,1,17990,160040
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2030,12,2,35985,336180
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2031,2,1,17620,163135
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2031,4,1,16465,205170
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2031,5,3,53950,549285
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2031,7,1,17980,179080
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2031,8,3,66055,637260
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2031,9,1,20670,202025
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2031,10,1,18890,187045
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2031,11,1,20670,230050
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2032,3,3,60810,597460
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2032,4,5,102585,1044660
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2032,5,6,123985,1343360
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2032,6,10,206695,2262950
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2032,7,6,124015,1475785
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2032,8,4,83855,891520
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2032,9,5,103810,1206835
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2032,10,3,60820,756270
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2032,12,1,20660,278135
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2033,3,1,20635,249125
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2033,5,3,59650,NA
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2033,8,1,20665,247245
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2034,4,1,20075,NA
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2034,12,1,18645,171105
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2028,2,1,17980,173055
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2028,3,3,53965,564210
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2029,8,2,35975,442065
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2029,9,3,53965,666325
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2030,7,1,17995,165055
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2030,8,3,53965,437365
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2030,10,2,35490,320090
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2030,11,2,35470,319270
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2030,12,4,71950,667395
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,1,5,88430,883465
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,2,1,17990,170150
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,3,1,17980,167145
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,4,1,17490,164045
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,5,4,76070,714235
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,6,1,17485,165085
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,7,2,35965,342210
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,8,4,85045,820310
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,9,1,20670,202120
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,10,6,123995,1224260
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,11,4,82590,824365
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,12,1,20675,207110
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2032,5,1,20665,203100
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2032,6,3,61995,609240
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2032,7,3,62000,615470
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2032,8,6,128615,1205660
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2032,9,3,62005,627425
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2032,10,1,21250,216100
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2032,11,2,42515,434135
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2032,12,1,20660,213045
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2033,1,2,46555,452190
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2033,2,1,21260,216020
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2033,3,1,20670,208085
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2033,4,3,61995,NA
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2033,5,5,105695,NA
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2033,6,5,107955,NA
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2033,7,2,46070,NA
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2033,8,6,128725,NA
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2033,9,2,50530,NA
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2028,1,4,70445,795150
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2028,2,1,17240,206170
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2028,3,1,17980,216110
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2028,5,3,52605,512315
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2028,6,1,17355,174135
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2028,7,2,17505,183615
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2028,8,4,71335,797665
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2028,9,3,53950,630470
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2028,10,4,71320,868535
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2028,11,5,88690,1068595
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2028,12,2,35350,460055
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2029,4,3,53970,702300
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2029,5,1,17955,226220
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2029,7,4,71965,876565
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2029,8,2,35350,434250
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2029,9,1,17985,222215
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2029,10,7,124955,1557360
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2029,11,1,17155,183095
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2029,12,4,70060,741270
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2030,1,1,17985,186150
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2030,4,4,69960,665445
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2030,5,1,17985,175000
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2030,9,1,17485,156080
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2030,10,7,118910,1057710
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2030,11,3,55610,512245
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2030,12,1,17705,166040
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2031,1,5,87440,818430
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2031,8,1,21300,204055
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2032,1,4,82680,824370
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2032,4,2,42505,416120
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2032,6,1,21260,209190
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2032,8,4,83835,770340
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2032,10,3,60245,612420
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2032,12,4,83705,716390
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2033,2,5,106300,1080560
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2033,3,10,196940,1983145
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2033,4,3,57335,NA
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2033,5,5,100450,NA
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2033,7,2,38690,NA
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2033,9,6,111045,1133660
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2033,10,7,143845,NA
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2033,11,14,267470,NA
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2033,12,12,223380,NA
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2034,1,7,135610,NA
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2034,2,2,38595,466075
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2034,3,5,106275,NA
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2034,4,13,259030,NA
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2034,5,16,310725,NA
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2034,6,10,196600,NA
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2034,7,14,278640,2959355
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2034,8,13,254040,2965185
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2034,9,16,307910,3741040
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2034,10,9,180780,2060085
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2034,11,13,260030,2668440
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2034,12,8,154715,1617050
Adriatic Tuna AS Solutions,Caracola del Sol Services,2028,1,1,13745,133115
Adriatic Tuna AS Solutions,Caracola del Sol Services,2028,2,3,43720,428165
Adriatic Tuna AS Solutions,Caracola del Sol Services,2028,3,2,30655,304075
Adriatic Tuna AS Solutions,Caracola del Sol Services,2028,4,1,15695,159015
Adriatic Tuna AS Solutions,Caracola del Sol Services,2028,5,1,13125,125105
Adriatic Tuna AS Solutions,Caracola del Sol Services,2028,6,1,14025,137010
Adriatic Tuna AS Solutions,Caracola del Sol Services,2028,8,3,52425,563335
Adriatic Tuna AS Solutions,Caracola del Sol Services,2028,9,3,55955,812315
Adriatic Tuna AS Solutions,Caracola del Sol Services,2028,10,1,16390,195015
Adriatic Tuna AS Solutions,Caracola del Sol Services,2028,11,3,48695,579250
Adriatic Tuna AS Solutions,Caracola del Sol Services,2028,12,2,31425,359190
Adriatic Tuna AS Solutions,Caracola del Sol Services,2029,1,2,32600,398140
Adriatic Tuna AS Solutions,Caracola del Sol Services,2029,5,1,16310,204090
Adriatic Tuna AS Solutions,Caracola del Sol Services,2029,6,1,13950,93885
Adriatic Tuna AS Solutions,Caracola del Sol Services,2029,7,2,32610,307690
Adriatic Tuna AS Solutions,Caracola del Sol Services,2029,9,2,28505,324230
Adriatic Tuna AS Solutions,Caracola del Sol Services,2029,11,2,29920,300060
Adriatic Tuna AS Solutions,Caracola del Sol Services,2029,12,10,165100,1647955
Adriatic Tuna AS Solutions,Caracola del Sol Services,2030,1,1,18555,184010
Adriatic Tuna AS Solutions,Caracola del Sol Services,2030,2,6,97555,952465
Adriatic Tuna AS Solutions,Caracola del Sol Services,2030,3,2,30555,293200
Adriatic Tuna AS Solutions,Caracola del Sol Services,2030,4,1,15035,214060
Adriatic Tuna AS Solutions,Caracola del Sol Services,2030,5,2,30085,362150
Adriatic Tuna AS Solutions,Caracola del Sol Services,2030,6,1,12005,116085
Adriatic Tuna AS Solutions,Caracola del Sol Services,2030,7,2,37195,350270
Adriatic Tuna AS Solutions,Caracola del Sol Services,2030,8,3,36695,342145
Adriatic Tuna AS Solutions,Caracola del Sol Services,2030,9,6,79700,722370
Adriatic Tuna AS Solutions,Caracola del Sol Services,2030,10,9,128165,1044195
Adriatic Tuna AS Solutions,Caracola del Sol Services,2030,11,7,118580,1071940
Adriatic Tuna AS Solutions,Caracola del Sol Services,2030,12,7,112205,1053665
Adriatic Tuna AS Solutions,Caracola del Sol Services,2031,1,2,33680,316260
Adriatic Tuna AS Solutions,Caracola del Sol Services,2031,2,2,27865,261105
Adriatic Tuna AS Solutions,Caracola del Sol Services,2031,3,1,13800,130090
Adriatic Tuna AS Solutions,Caracola del Sol Services,2031,4,1,15045,143100
Adriatic Tuna AS Solutions,Caracola del Sol Services,2031,5,5,58580,538230
Adriatic Tuna AS Solutions,Caracola del Sol Services,2031,7,1,16650,162085
Adriatic Tuna AS Solutions,Caracola del Sol Services,2031,8,6,89045,887410
Adriatic Tuna AS Solutions,Caracola del Sol Services,2031,9,4,60905,594335
Adriatic Tuna AS Solutions,Caracola del Sol Services,2031,10,4,57640,579600
Adriatic Tuna AS Solutions,Caracola del Sol Services,2031,11,4,68020,683210
Adriatic Tuna AS Solutions,Caracola del Sol Services,2031,12,10,159095,1568985
Adriatic Tuna AS Solutions,Caracola del Sol Services,2032,1,3,48320,485130
Adriatic Tuna AS Solutions,Caracola del Sol Services,2032,2,5,73125,721645
Adriatic Tuna AS Solutions,Caracola del Sol Services,2032,3,5,82010,777530
Adriatic Tuna AS Solutions,Caracola del Sol Services,2032,4,6,90220,894405
Adriatic Tuna AS Solutions,Caracola del Sol Services,2032,5,4,67565,687355
Adriatic Tuna AS Solutions,Caracola del Sol Services,2032,6,11,190270,1888305
Adriatic Tuna AS Solutions,Caracola del Sol Services,2032,7,10,153035,1500920
Adriatic Tuna AS Solutions,Caracola del Sol Services,2032,8,15,237130,2135140
Adriatic Tuna AS Solutions,Caracola del Sol Services,2032,9,16,239690,2262105
Adriatic Tuna AS Solutions,Caracola del Sol Services,2032,10,26,409720,3711990
Adriatic Tuna AS Solutions,Caracola del Sol Services,2032,11,19,316555,3107150
Adriatic Tuna AS Solutions,Caracola del Sol Services,2032,12,10,175495,1759890
Adriatic Tuna AS Solutions,Caracola del Sol Services,2033,1,8,140785,1354480
Adriatic Tuna AS Solutions,Caracola del Sol Services,2033,2,9,131800,1321295
Adriatic Tuna AS Solutions,Caracola del Sol Services,2033,3,3,52980,555125
Adriatic Tuna AS Solutions,Caracola del Sol Services,2033,4,8,129920,1301505
Adriatic Tuna AS Solutions,Caracola del Sol Services,2033,5,5,78735,869580
Adriatic Tuna AS Solutions,Caracola del Sol Services,2033,6,4,73270,818360
Adriatic Tuna AS Solutions,Caracola del Sol Services,2033,7,14,227735,2009105
Adriatic Tuna AS Solutions,Caracola del Sol Services,2033,8,10,168395,1686915
Adriatic Tuna AS Solutions,Caracola del Sol Services,2033,9,12,203555,1924935
Adriatic Tuna AS Solutions,Caracola del Sol Services,2033,10,13,224650,2218960
Adriatic Tuna AS Solutions,Caracola del Sol Services,2033,11,8,128250,1273800
Adriatic Tuna AS Solutions,Caracola del Sol Services,2033,12,13,225535,2296100
Adriatic Tuna AS Solutions,Caracola del Sol Services,2034,1,8,117815,1097305
Adriatic Tuna AS Solutions,Caracola del Sol Services,2034,2,6,106660,1083710
Adriatic Tuna AS Solutions,Caracola del Sol Services,2034,3,3,46395,467245
Adriatic Tuna AS Solutions,Caracola del Sol Services,2034,5,2,34760,381210
Adriatic Tuna AS Solutions,Caracola del Sol Services,2034,6,4,64960,640255
Adriatic Tuna AS Solutions,Caracola del Sol Services,2034,7,3,57225,549325
Adriatic Tuna AS Solutions,Caracola del Sol Services,2034,8,1,11590,137085
Adriatic Tuna AS Solutions,Caracola del Sol Services,2034,9,5,87040,957665
Adriatic Tuna AS Solutions,Caracola del Sol Services,2034,10,11,193065,2087940
Adriatic Tuna AS Solutions,Caracola del Sol Services,2034,11,9,148350,1570705
Adriatic Tuna AS Solutions,Caracola del Sol Services,2034,12,3,48840,542335
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2028,6,1,18620,174030
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2028,9,1,18620,210110
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2029,5,1,18085,226200
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2029,7,3,55665,646335
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2029,10,2,37515,427255
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2029,11,1,18700,187065
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2030,1,1,18605,184025
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2030,3,2,35920,344180
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2030,4,1,17855,170060
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2030,5,1,17865,174005
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2030,7,2,35210,323260
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2030,8,5,90040,864425
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2030,9,6,112310,889520
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2030,10,5,90305,822235
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2030,11,5,90250,845295
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2030,12,5,88695,833625
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2031,1,5,91135,859375
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2031,2,3,62630,513155
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2031,3,2,37135,351115
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2031,5,1,18470,170165
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2031,6,3,54870,518440
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2031,7,1,13860,180175
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2031,8,3,53000,522275
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2031,10,1,18295,184035
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2031,11,4,91560,920190
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2031,12,2,46015,464410
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2032,1,1,23150,232200
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2032,11,1,17450,185045
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2034,5,1,23060,252015
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2030,6,2,38150,368240
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2030,7,1,17995,169135
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2031,1,2,36555,344080
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2031,2,1,18245,172095
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2031,8,1,18575,185005
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2032,3,1,18000,175020
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2032,9,2,23320,246075
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2032,10,2,30340,321140
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2033,11,1,13835,153125
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2033,12,4,67270,744340
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2034,1,7,105065,1179620
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2034,2,3,44095,490320
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2034,3,7,106965,1187495
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2034,4,7,107290,1232735
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2034,5,4,62985,732230
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2034,6,3,45385,522250
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2034,7,11,170130,1982135
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2034,8,9,135200,1650785
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2034,9,3,49800,600260
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2034,10,4,62715,771195
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2034,12,6,95240,1113720
Adriatic Tuna Ltd. Liability Co,Arena Azul AS Investment,2029,12,18,469870,1528715
Adriatic Tuna Ltd. Liability Co,Arena Azul AS Investment,2030,2,28,728455,2367640
Adriatic Tuna Ltd. Liability Co,Arena Azul AS Investment,2030,3,36,960890,3073260
Adriatic Tuna Ltd. Liability Co,Caracola del Sol Services,2028,1,4,100045,240905
Adriatic Tuna Ltd. Liability Co,Caracola del Sol Services,2028,2,20,494025,1514700
Adriatic Tuna Ltd. Liability Co,Caracola del Sol Services,2028,3,23,575265,1742095
Adriatic Tuna Ltd. Liability Co,Caracola del Sol Services,2028,4,20,493225,1499780
Adriatic Tuna Ltd. Liability Co,Caracola del Sol Services,2028,5,18,450190,1364715
Adriatic Tuna Ltd. Liability Co,Caracola del Sol Services,2028,6,7,175080,539190
Adriatic Tuna Ltd. Liability Co,Caracola del Sol Services,2028,7,5,125075,386175
Adriatic Tuna Ltd. Liability Co,Caracola del Sol Services,2028,8,10,250095,771580
Adriatic Tuna Ltd. Liability Co,Caracola del Sol Services,2028,9,2,50015,153450
Adriatic Tuna Ltd. Liability Co,Caracola del Sol Services,2028,10,4,110045,NA
