source,target,Year,weights,totalweightkg,totalvalueofgoodsusd
Daniel Ferry N.V. Transit,Mar del Placer Manatee,2030,4,67135,629270
Daniel Ferry N.V. Transit,Mar del Placer Manatee,2031,31,580975,5602760
Daniel Ferry N.V. Transit,Mar del Placer Manatee,2032,52,1028150,9652095
Daniel Ferry N.V. Transit,Mar del Placer Manatee,2033,12,232915,NA
Daniel Ferry N.V. Transit,Olas del Sur Ltd,2033,18,329305,2882485
Daniel Ferry N.V. Transit,Olas del Sur Ltd,2034,61,1113640,10162030
Daniel Ferry N.V. Transit,Pao gan LC Freight ,2028,14,241225,2498470
Daniel Ferry N.V. Transit,Pao gan LC Freight ,2029,7,109435,1325560
Daniel Ferry N.V. Transit,Pao gan LC Freight ,2030,3,46800,456355
Daniel Ferry N.V. Transit,Pao gan LC Freight ,2031,9,157910,1849600
Daniel Ferry N.V. Transit,Pao gan LC Freight ,2032,8,156640,1774825
Daniel Ferry N.V. Transit,Pao gan LC Freight ,2033,8,147125,NA
Daniel Ferry N.V. Transit,Pao gan LC Freight ,2034,10,185835,1632975
Daniel Ferry N.V. Transit,Pao gan SE Seal,2028,2,34040,356115
Daniel Ferry N.V. Transit,Pao gan SE Seal,2029,2,32885,426265
Daniel Ferry N.V. Transit,Pao gan SE Seal,2030,1,17150,161160
Daniel Ferry N.V. Transit,Pao gan SE Seal,2031,11,196795,1987525
Daniel Ferry N.V. Transit,Pao gan SE Seal,2032,51,948270,10986800
Daniel Ferry N.V. Transit,Pao gan SE Seal,2033,51,959675,NA
Daniel Ferry N.V. Transit,Pao gan SE Seal,2034,82,1614470,13777275
Daniel Ferry N.V. Transit,Sea Breeze Corporation Marine sanctuary,2028,3,45265,472245
Daniel Ferry N.V. Transit,Sea Breeze Corporation Marine sanctuary,2030,2,31865,289220
Daniel Ferry N.V. Transit,Sea Breeze Corporation Marine sanctuary,2031,20,352345,3365585
Daniel Ferry N.V. Transit,Sea Breeze Corporation Marine sanctuary,2032,10,197235,1631915
Daniel Ferry N.V. Transit,Sea Breeze Corporation Marine sanctuary,2033,31,603560,NA
Daniel Ferry N.V. Transit,Sea Breeze Corporation Marine sanctuary,2034,9,173155,1537775
Daniel Ferry N.V. Transit,The Sea Turtle GmbH & Co. KG,2028,8,133825,1480735
Daniel Ferry N.V. Transit,The Sea Turtle GmbH & Co. KG,2029,8,129520,1546805
Daniel Ferry N.V. Transit,The Sea Turtle GmbH & Co. KG,2030,2,34300,322160
Daniel Ferry N.V. Transit,The Sea Turtle GmbH & Co. KG,2031,18,340255,4941150
Daniel Ferry N.V. Transit,The Sea Turtle GmbH & Co. KG,2032,7,142965,3270055
Daniel Ferry N.V. Transit,The Sea Turtle GmbH & Co. KG,2033,6,120275,1293900
Daniel Ferry N.V. Transit,The Sea Turtle GmbH & Co. KG,2034,16,326720,3134260
Daniel Ferry N.V. Transit,Tripura  Pier N.V. Solutions,2028,3,50300,532480
Daniel Ferry N.V. Transit,Tripura  Pier N.V. Solutions,2029,24,411440,4905230
Daniel Ferry N.V. Transit,Tripura  Pier N.V. Solutions,2030,23,396190,3724790
Daniel Ferry N.V. Transit,Tripura  Pier N.V. Solutions,2031,8,139480,1712885
Daniel Ferry N.V. Transit,Tripura  Pier N.V. Solutions,2032,21,378000,5520945
Daniel Ferry N.V. Transit,Tripura  Pier N.V. Solutions,2033,7,126395,1403510
Daniel Ferry N.V. Transit,Tripura  Pier N.V. Solutions,2034,8,155430,1340780
Daniel Ferry N.V. Transit,hǎi dǎn Corporation Wharf,2028,5,79660,836560
Daniel Ferry N.V. Transit,hǎi dǎn Corporation Wharf,2029,11,184365,2235905
Daniel Ferry N.V. Transit,hǎi dǎn Corporation Wharf,2030,5,84815,826435
Daniel Ferry N.V. Transit,hǎi dǎn Corporation Wharf,2031,7,126495,1355580
Daniel Ferry N.V. Transit,hǎi dǎn Corporation Wharf,2032,10,196915,2444885
Daniel Ferry N.V. Transit,hǎi dǎn Corporation Wharf,2033,10,194665,1828890
Daniel Ferry N.V. Transit,hǎi dǎn Corporation Wharf,2034,8,158105,1427675
Danish Mackerel ОАО Line,AquaDelight N.V. Coral Reef,2032,40,127190,4075995
Danish Mackerel ОАО Line,AquaDelight N.V. Coral Reef,2033,41,168590,5387745
Danish Mackerel ОАО Line,AquaDelight N.V. Coral Reef,2034,54,228465,9290935
Danish Plaice BV Investment,Pao gan SE Seal,2028,95,1850810,21785020
Danish Plaice BV Investment,Pao gan SE Seal,2029,95,1981905,NA
Danish Plaice BV Investment,Pao gan SE Seal,2030,93,1982405,18662750
Danish Plaice BV Investment,Pao gan SE Seal,2031,169,3389495,34365575
Danish Plaice BV Investment,Pao gan SE Seal,2032,221,4240105,39523140
Danish Plaice BV Investment,Pao gan SE Seal,2033,346,6769080,NA
Danish Plaice BV Investment,Pao gan SE Seal,2034,454,8848950,99209905
Danish Plaice Ltd. Liability Co Logistics,AquaDelight N.V. Coral Reef,2032,48,996885,10482350
Danish Plaice Ltd. Liability Co Logistics,AquaDelight N.V. Coral Reef,2033,15,312795,2972340
Danish Plaice Ltd. Liability Co Logistics,Arena del Mar Marine Marine biology,2028,34,668135,5779940
Danish Plaice Ltd. Liability Co Logistics,Arena del Mar Marine Marine biology,2029,32,626025,5916655
Danish Plaice Ltd. Liability Co Logistics,Arena del Mar Marine Marine biology,2030,51,971360,8880890
Danish Plaice Ltd. Liability Co Logistics,Arena del Mar Marine Marine biology,2031,67,1253230,11907255
Danish Plaice Ltd. Liability Co Logistics,Arena del Mar Marine Marine biology,2032,94,1785360,18149975
Danish Plaice Ltd. Liability Co Logistics,Arena del Mar Marine Marine biology,2033,147,2806975,NA
Danish Plaice Ltd. Liability Co Logistics,Arena del Mar Marine Marine biology,2034,172,3160695,NA
Danish Plaice Ltd. Liability Co Logistics,Coral Cove BV Delivery,2028,11,210125,1765615
Danish Plaice Ltd. Liability Co Logistics,Coral Cove BV Delivery,2029,18,345125,3214775
Danish Plaice Ltd. Liability Co Logistics,Coral Cove BV Delivery,2030,25,473315,4455960
Danish Plaice Ltd. Liability Co Logistics,Coral Cove BV Delivery,2033,19,473430,NA
Danish Plaice Ltd. Liability Co Logistics,Coral Cove BV Delivery,2034,1,19295,328010
Danish Plaice Ltd. Liability Co Logistics,Costa de la Felicidad Shipping,2028,9,155340,1388435
Danish Plaice Ltd. Liability Co Logistics,Costa de la Felicidad Shipping,2029,11,214915,1966305
Danish Plaice Ltd. Liability Co Logistics,Costa de la Felicidad Shipping,2030,7,145220,1253795
Danish Plaice Ltd. Liability Co Logistics,Costa de la Felicidad Shipping,2031,7,152180,1654195
Danish Plaice Ltd. Liability Co Logistics,Costa de la Felicidad Shipping,2032,5,106940,1122705
Danish Plaice Ltd. Liability Co Logistics,Costa de la Felicidad Shipping,2033,8,178980,NA
Danish Plaice Ltd. Liability Co Logistics,Costa de la Felicidad Shipping,2034,12,263915,2789660
Danish Plaice Ltd. Liability Co Logistics,Lake Turkana  Charter Boat  NV Marine,2028,65,1759045,15011495
Danish Plaice Ltd. Liability Co Logistics,Lake Turkana  Charter Boat  NV Marine,2029,45,1215710,11086240
Danish Plaice Ltd. Liability Co Logistics,Lake Turkana  Charter Boat  NV Marine,2030,48,1118055,10685990
Danish Plaice Ltd. Liability Co Logistics,Mar del Este CJSC,2028,21,383530,NA
Danish Plaice Ltd. Liability Co Logistics,Mar del Este CJSC,2029,14,303630,2762580
Danish Plaice Ltd. Liability Co Logistics,Mar del Este CJSC,2030,15,311015,3349825
Danish Plaice Ltd. Liability Co Logistics,Mar del Este CJSC,2031,6,133430,1244800
Danish Plaice Ltd. Liability Co Logistics,Mar del Este CJSC,2032,5,82185,817365
Danish Plaice Ltd. Liability Co Logistics,Mar del Este CJSC,2033,11,214150,2180010
Danish Plaice Ltd. Liability Co Logistics,Mar del Este CJSC,2034,2,37550,434175
Danish Plaice Ltd. Liability Co Logistics,hǎi dǎn Corporation Wharf,2028,134,3607020,31172365
Danish Plaice Ltd. Liability Co Logistics,hǎi dǎn Corporation Wharf,2029,54,1432015,13365935
Danish Plaice Ltd. Liability Co Logistics,hǎi dǎn Corporation Wharf,2030,45,1031120,9662160
Danish Plaice Ltd. Liability Co Logistics,hǎi dǎn Corporation Wharf,2031,7,142735,1384040
Danish Plaice Ltd. Liability Co Logistics,hǎi dǎn Corporation Wharf,2032,14,324700,3497745
Danish Plaice Ltd. Liability Co Logistics,hǎi dǎn Corporation Wharf,2033,22,506960,NA
Danish Plaice Ltd. Liability Co Logistics,hǎi dǎn Corporation Wharf,2034,32,631925,NA
Danish Plaice Swordfish AB Shipping,Mar del Este CJSC,2028,1,7895,58855
Danish Plaice Swordfish AB Shipping,Mar del Este CJSC,2029,41,910540,5439680
Danish Plaice Swordfish AB Shipping,Mar del Este CJSC,2031,2,18630,186915
Danish Plaice Swordfish AB Shipping,Mar del Este CJSC,2032,7,122830,1084620
Danish Plaice Swordfish AB Shipping,Shou gan  Sagl Mudflat,2028,153,3349745,20523475
Danish Plaice Swordfish AB Shipping,Shou gan  Sagl Mudflat,2029,46,1025800,5707010
David Corporation Marine life,AquaDelight N.V. Coral Reef,2032,6,126565,1568845
David Corporation Marine life,AquaDelight N.V. Coral Reef,2033,6,125675,1455750
David Corporation Marine life,AquaDelight N.V. Coral Reef,2034,40,819740,7909140
David Corporation Marine life,Selous Game Reserve  S.A. de C.V.,2032,10,208170,2390225
David Corporation Marine life,Selous Game Reserve  S.A. de C.V.,2033,44,919310,NA
David Limited Liability Company Worldwide,Arunachal Pradesh s Brine,2031,7,170255,967610
David Limited Liability Company Worldwide,Arunachal Pradesh s Brine,2032,48,936540,5738665
David Limited Liability Company Worldwide,Arunachal Pradesh s Brine,2033,116,1817425,15963080
David Limited Liability Company Worldwide,Arunachal Pradesh s Brine,2034,94,1378705,8906610
David Limited Liability Company Worldwide,Belgian Cod BV Solutions,2030,4,101085,564275
David Limited Liability Company Worldwide,Belgian Cod BV Solutions,2031,13,300595,1831765
David Limited Liability Company Worldwide,Belgian Cod BV Solutions,2032,29,640435,4050755
David Limited Liability Company Worldwide,Belgian Cod BV Solutions,2033,37,716320,NA
David Limited Liability Company Worldwide,Belgian Cod BV Solutions,2034,158,3601125,24992830
David Limited Liability Company Worldwide,Costa del Sol A/S,2030,22,494600,2697175
David Limited Liability Company Worldwide,Costa del Sol A/S,2031,52,1067255,5980455
David Limited Liability Company Worldwide,Costa del Sol A/S,2032,121,2765365,16830970
David Limited Liability Company Worldwide,Costa del Sol A/S,2033,305,6358240,53502545
David Limited Liability Company Worldwide,Costa del Sol A/S,2034,225,5048795,NA
David Limited Liability Company Worldwide,Mar del Este CJSC,2030,4,100860,311395
David Limited Liability Company Worldwide,Mar del Este CJSC,2031,5,114775,904355
David Limited Liability Company Worldwide,Mar del Este CJSC,2032,4,57235,583405
David Limited Liability Company Worldwide,Mar del Este CJSC,2033,22,377015,4371315
David Limited Liability Company Worldwide,Mar del Este CJSC,2034,58,1219985,10774255
David Limited Liability Company Worldwide,Yu gan  Sea spray GmbH Industrial,2030,116,2878730,13340915
David Limited Liability Company Worldwide,Yu gan  Sea spray GmbH Industrial,2031,100,2463140,11037025
Deep Blue Cargo ship,Coastal Charm GmbH Transportation,2032,12,382160,792455
Deep Blue Cargo ship,Coastal Charm GmbH Transportation,2033,15,380010,2420480
Deep Blue Cargo ship,Coastal Charm GmbH Transportation,2034,28,862570,2261270
Deep Sea Divers Incorporated Shipping,Belgian Cod BV Solutions,2028,1,20220,87125
Deep Sea Divers Incorporated Shipping,Belgian Cod BV Solutions,2029,3,60205,260805
Deep Sea Divers Incorporated Shipping,Belgian Cod BV Solutions,2031,1,21210,84860
Deep Sea Divers Incorporated Shipping,Belgian Cod BV Solutions,2032,43,995425,3926580
Deep Sea Divers Incorporated Shipping,Belgian Cod BV Solutions,2033,39,905920,NA
Deep Sea Divers Incorporated Shipping,Belgian Cod BV Solutions,2034,45,1037175,NA
Delhi   Limited Liability Company,Pao gan SE Seal,2028,6,118965,1134705
Delhi   Limited Liability Company,Pao gan SE Seal,2029,40,810725,7097770
Delhi   Limited Liability Company,Pao gan SE Seal,2030,34,676300,5701110
Delhi   Limited Liability Company,Pao gan SE Seal,2031,4,64645,228100
Delhi   Limited Liability Company,Pao gan SE Seal,2032,5,109315,555570
Delhi   Limited Liability Company,Pao gan SE Seal,2033,21,439725,1582400
Delhi   Limited Liability Company,Pao gan SE Seal,2034,17,339210,1350700
Delhi   Limited Liability Company,Selous Game Reserve  S.A. de C.V.,2030,2,45230,392280
Delhi   Limited Liability Company,Selous Game Reserve  S.A. de C.V.,2031,11,203610,625010
Delhi   Limited Liability Company,Selous Game Reserve  S.A. de C.V.,2032,28,575775,1801880
Delhi   Limited Liability Company,Selous Game Reserve  S.A. de C.V.,2033,10,209740,695700
Delhi   Limited Liability Company,Selous Game Reserve  S.A. de C.V.,2034,32,720985,2580375
Diao er  Inc Brackish,hǎi dǎn Corporation Wharf,2034,51,1085985,5720710
Diao yu  BV Logistics,Arena del Mar Marine Marine biology,2030,14,297260,NA
Diao yu  BV Logistics,Arena del Mar Marine Marine biology,2031,13,322300,NA
Diao yu  BV Logistics,Arena del Mar Marine Marine biology,2032,13,320225,2874395
Diao yu  BV Logistics,Arena del Mar Marine Marine biology,2033,42,1052870,NA
Diao yu  BV Logistics,Arena del Mar Marine Marine biology,2034,69,1664135,16581135
Diao yu  BV Logistics,Mar del Este CJSC,2028,150,1863655,4749520
Diao yu  BV Logistics,Mar del Este CJSC,2029,6,65360,174495
Diao yu  BV Logistics,Mar del Este CJSC,2032,2,55715,572190
Diao yu  BV Logistics,Mar del Este CJSC,2033,4,101185,1318770
Diao yu  BV Logistics,Mar del Este CJSC,2034,5,107725,988375
Diao yu  BV Logistics,Sailors and Surfers Incorporated Enterprises,2028,24,600270,1634755
Diao yu  BV Logistics,Sailors and Surfers Incorporated Enterprises,2029,70,1743850,NA
Diao yu  BV Logistics,Sailors and Surfers Incorporated Enterprises,2030,30,739075,2196295
Diao yu  BV Logistics,Sailors and Surfers Incorporated Enterprises,2031,22,550265,1427805
Diao yu  OJSC Overseas,Mar del Este CJSC,2028,81,1955195,6179490
Diao yu  OJSC Overseas,Mar del Este CJSC,2029,54,1251125,3822930
Diao yu  OJSC Overseas,Mar del Este CJSC,2030,15,375405,1064655
Diao yu  OJSC Overseas,Océano de Coral Corporation Express,2028,57,1450700,3917310
Diao yu  OJSC Overseas,Océano de Coral Corporation Express,2029,59,1493805,4097295
Diao yu  OJSC Overseas,Océano de Coral Corporation Express,2030,14,357190,1005925
Diao yu  OJSC Overseas,Olas del Sur Ltd,2028,4,71835,352320
Diao yu  OJSC Overseas,Olas del Sur Ltd,2029,77,1683420,9122670
Diao yu  OJSC Overseas,Olas del Sur Ltd,2030,31,636615,3570210
Diao yu  OJSC Overseas,Olas del Sur Ltd,2034,9,180635,1963230
Diao yu  OJSC Overseas,Pao gan SE Seal,2028,16,381130,1114110
Diao yu  OJSC Overseas,Pao gan SE Seal,2029,26,596035,2010670
Diao yu  OJSC Overseas,Pao gan SE Seal,2030,8,194690,1139130
Diao yu  OJSC Overseas,Pao gan SE Seal,2032,3,76830,231095
Diao yu  OJSC Overseas,Pao gan SE Seal,2033,6,137930,516990
Diao yu  OJSC Overseas,Pao gan SE Seal,2034,17,385300,2719040
Diao yu  OJSC Overseas,hǎi dǎn Corporation Wharf,2028,48,1031240,3147490
Diao yu  OJSC Overseas,hǎi dǎn Corporation Wharf,2029,39,818260,NA
Diao yu  OJSC Overseas,hǎi dǎn Corporation Wharf,2030,18,388220,1148715
Diao yu  OJSC Overseas,hǎi dǎn Corporation Wharf,2032,2,37220,94840
Diao yu  OJSC Overseas,hǎi dǎn Corporation Wharf,2033,4,83360,365000
Diao yu bi sai  BV,Saltwater Supreme ОАО Forwading,2031,4,87500,438250
Diao yu bi sai  BV,Saltwater Supreme ОАО Forwading,2032,31,887665,4611475
Diao yu bi sai  BV,Saltwater Supreme ОАО Forwading,2033,31,1078295,NA
Diao yu bi sai  BV,Saltwater Supreme ОАО Forwading,2034,19,542470,1838460
Diao yu bi sai  Pic,Coral Cove BV Delivery,2028,16,249295,1560560
Diao yu bi sai  Pic,Coral Cove BV Delivery,2029,8,105040,1108430
Diao yu bi sai  Pic,Coral Cove BV Delivery,2030,13,202990,1367350
Diao yu bi sai  Pic,Coral Cove BV Delivery,2031,15,207220,1112225
Diao yu bi sai  Pic,Coral Cove BV Delivery,2032,6,100535,712025
Diao yu bi sai  Pic,Coral Cove BV Delivery,2033,6,106530,1043570
Diao yu bi sai  Pic,Coral Cove BV Delivery,2034,11,188580,1193320
Dnipro  Breakwater LC Marine sanctuary,3 Oceanography ОАО Marine life,2030,1,21990,201155
Dnipro  Breakwater LC Marine sanctuary,3 Oceanography ОАО Marine life,2031,2,38445,440270
Dnipro  Breakwater LC Marine sanctuary,3 Oceanography ОАО Marine life,2032,73,1494290,5391735
Dnipro  Breakwater LC Marine sanctuary,3 Oceanography ОАО Marine life,2033,120,2534315,NA
Dnipro  Breakwater LC Marine sanctuary,3 Oceanography ОАО Marine life,2034,89,1757420,NA
Dnipro  Breakwater LC Marine sanctuary,Belgian Shrimps Ocean Corp Holdings,2031,25,571305,2093020
Dnipro  Breakwater LC Marine sanctuary,Belgian Shrimps Ocean Corp Holdings,2032,11,254910,1067160
Dnipro  Breakwater LC Marine sanctuary,Belgian Shrimps Ocean Corp Holdings,2033,37,807860,NA
Dnipro  Breakwater LC Marine sanctuary,Belgian Shrimps Ocean Corp Holdings,2034,12,263270,2069180
Dnipro  Breakwater LC Marine sanctuary,Caracola del Sol Services,2032,39,833360,3166765
Dnipro  Breakwater LC Marine sanctuary,Caracola del Sol Services,2033,7,183600,1606695
Dnipro  Breakwater LC Marine sanctuary,Caracola del Sol Services,2034,6,132185,954525
Dnipro  Breakwater LC Marine sanctuary,Costa de la Felicidad Shipping,2031,4,84630,802615
Dnipro  Breakwater LC Marine sanctuary,Costa de la Felicidad Shipping,2032,95,2152620,9911875
Dnipro  Breakwater LC Marine sanctuary,Costa de la Felicidad Shipping,2033,27,531930,NA
Dnipro  Breakwater LC Marine sanctuary,Costa de la Felicidad Shipping,2034,35,716480,NA
Dnipro  Breakwater LC Marine sanctuary,Mar del Este CJSC,2030,1,20995,210200
Dnipro  Breakwater LC Marine sanctuary,Mar del Este CJSC,2031,2,42915,308140
Dnipro  Breakwater LC Marine sanctuary,Mar del Este CJSC,2032,10,222830,2584020
Dnipro  Breakwater LC Marine sanctuary,Mar del Este CJSC,2033,20,424040,NA
Dnipro  Breakwater LC Marine sanctuary,Mar del Este CJSC,2034,24,528620,NA
Dnipro  Breakwater LC Marine sanctuary,Reef Rascals Merchants Dashi,2032,4,84425,640385
Dnipro  Breakwater LC Marine sanctuary,Reef Rascals Merchants Dashi,2033,32,682780,4912570
Dnipro  Breakwater LC Marine sanctuary,Reef Rascals Merchants Dashi,2034,44,978085,6997325
Dolphin Dreams AG Forwading,Caracola Azul Oyj &,2030,86,1754300,13288815
Dolphin Dreams AG Forwading,Caracola Azul Oyj &,2031,139,2692775,NA
Dolphin Dreams AG Forwading,Caracola Azul Oyj &,2032,45,873540,6944005
Dolphin Dreams AG Forwading,Caracola Azul Oyj &,2033,8,163790,1253780
Dolphin Dreams AG Forwading,Caracola del Sol Services,2028,57,1039555,7074075
Dolphin Dreams AG Forwading,Caracola del Sol Services,2029,63,1159850,9417265
Dolphin Dreams AG Forwading,Caracola del Sol Services,2030,3,55530,270380
Dolphin Dreams AG Forwading,Caracola del Sol Services,2032,3,53840,1915150
Dolphin Dreams AG Forwading,Tripura  Pier N.V. Solutions,2030,51,1075960,7227780
Dolphin Dreams AG Forwading,Tripura  Pier N.V. Solutions,2031,1,17350,75155
Dolphin Dreams AG Forwading,Yu xian  SRL Industrial,2030,3,72035,805320
Dolphin Dreams AG Forwading,Yu xian  SRL Industrial,2031,16,384200,4324870
Dolphin Dreams AG Forwading,Yu xian  SRL Industrial,2032,26,616730,8747525
Dolphin Dreams AG Forwading,Yu xian  SRL Industrial,2033,16,391220,5056265
Dolphin Dreams AG Forwading,Yu xian  SRL Industrial,2034,7,163585,1114780
Donald Sp & Son's,Caracola del Sol Services,2030,4,72120,712385
Donald Sp & Son's,Caracola del Sol Services,2031,6,109755,1078375
Donald Sp & Son's,Caracola del Sol Services,2032,40,686445,8142365
Donald Sp & Son's,Caracola del Sol Services,2033,45,716545,NA
Donald Sp & Son's,Caracola del Sol Services,2034,56,1007525,11580695
Donald Sp & Son's,Maharashtra  Ltd. Liability Co Shipping,2028,50,955435,NA
Donald Sp & Son's,Maharashtra  Ltd. Liability Co Shipping,2029,54,1137435,NA
Donald Sp & Son's,Maharashtra  Ltd. Liability Co Shipping,2030,30,545785,6102120
Donald Sp & Son's,Maharashtra  Ltd. Liability Co Shipping,2031,12,221200,2405065
Donald Sp & Son's,Maharashtra  Ltd. Liability Co Shipping,2032,35,619950,6524410
Donald Sp & Son's,Maharashtra  Ltd. Liability Co Shipping,2033,16,310510,3471695
Donald Sp & Son's,Maharashtra  Ltd. Liability Co Shipping,2034,15,320785,3767805
Donald Sp & Son's,Selous Game Reserve  S.A. de C.V.,2028,19,395655,4497110
Donald Sp & Son's,Selous Game Reserve  S.A. de C.V.,2029,14,287075,3310545
Donald Sp & Son's,Selous Game Reserve  S.A. de C.V.,2030,17,289765,2791080
Donald Sp & Son's,Selous Game Reserve  S.A. de C.V.,2031,15,278055,2719515
Donald Sp & Son's,Selous Game Reserve  S.A. de C.V.,2032,7,145255,1406530
Donald Sp & Son's,Selous Game Reserve  S.A. de C.V.,2033,3,60315,650270
Donald Sp & Son's,hǎi dǎn Corporation Wharf,2028,29,623810,NA
Donald Sp & Son's,hǎi dǎn Corporation Wharf,2029,8,167565,NA
Donald Sp & Son's,hǎi dǎn Corporation Wharf,2030,10,179865,1703835
Donald Sp & Son's,hǎi dǎn Corporation Wharf,2031,4,72315,681325
Doris Eel AS Overseas,Black Sea Tuna Snapper,2030,14,153895,4064175
Doris Eel AS Overseas,Black Sea Tuna Snapper,2031,17,104135,2740010
Doris Eel AS Overseas,Black Sea Tuna Snapper,2032,23,68750,2568085
Doris Eel AS Overseas,Black Sea Tuna Snapper,2033,26,215215,6242080
Doris Eel AS Overseas,Black Sea Tuna Snapper,2034,19,138245,4929855
Doris Eel AS Overseas,Sea Breeze Corporation Marine sanctuary,2028,26,297600,5251720
Doris Eel AS Overseas,Sea Breeze Corporation Marine sanctuary,2029,44,444060,9789115
Doris Eel AS Overseas,Sea Breeze Corporation Marine sanctuary,2030,44,442375,11981880
Doris Eel AS Overseas,Sea Breeze Corporation Marine sanctuary,2031,6,17055,429295
Doris Eel AS Overseas,Sea Breeze Corporation Marine sanctuary,2032,2,4540,778655
Doris Eel AS Overseas,hǎi dǎn Corporation Wharf,2028,9,141945,2502325
Doris Eel AS Overseas,hǎi dǎn Corporation Wharf,2029,10,131105,1993365
Doris Eel AS Overseas,hǎi dǎn Corporation Wharf,2030,15,146745,2084085
Doris Eel AS Overseas,hǎi dǎn Corporation Wharf,2031,6,77030,898315
Doris Eel AS Overseas,hǎi dǎn Corporation Wharf,2032,11,117375,1663745
Doris Eel AS Overseas,hǎi dǎn Corporation Wharf,2033,10,123205,2173370
Doris Eel AS Overseas,hǎi dǎn Corporation Wharf,2034,9,145515,3856695
Dry Creek SE Import,Caracola del Sol Services,2032,12,258865,1193820
Dry Creek SE Import,Caracola del Sol Services,2033,33,675550,NA
Dry Creek SE Import,Caracola del Sol Services,2034,12,256275,680005
Dry Creek SE Import,Mar del Este CJSC,2032,34,684830,2576745
Dry Creek SE Import,Mar del Este CJSC,2033,65,1344385,NA
Dry Creek SE Import,Mar del Este CJSC,2034,26,571740,NA
Dry Creek ОАО Enterprises,hǎi dǎn Corporation Wharf,2028,10,221630,1586700
Dry Creek ОАО Enterprises,hǎi dǎn Corporation Wharf,2029,23,415195,5512170
Dry Creek ОАО Enterprises,hǎi dǎn Corporation Wharf,2030,10,204020,1150525
Dry Creek ОАО Enterprises,hǎi dǎn Corporation Wharf,2031,8,142665,865505
Dry Creek ОАО Enterprises,hǎi dǎn Corporation Wharf,2032,2,44355,310085
Dry Creek ОАО Enterprises,hǎi dǎn Corporation Wharf,2033,14,248780,2166835
Dry Creek ОАО Enterprises,hǎi dǎn Corporation Wharf,2034,13,257620,2158300
Dutch Eel AB Holdings,AquaDelight N.V. Coral Reef,2028,6,108420,1219535
Dutch Eel AB Holdings,AquaDelight N.V. Coral Reef,2029,15,264445,3163315
Dutch Eel AB Holdings,AquaDelight N.V. Coral Reef,2030,3,53615,555385
Dutch Eel AB Holdings,AquaDelight N.V. Coral Reef,2032,31,619945,6441110
Dutch Eel AB Holdings,AquaDelight N.V. Coral Reef,2033,125,2556150,NA
Dutch Eel AB Holdings,AquaDelight N.V. Coral Reef,2034,80,1568145,15220920
Dutch Eel AB Holdings,Dubingiai Ltd. Liability Co,2028,3,52650,666290
Dutch Eel AB Holdings,Dubingiai Ltd. Liability Co,2029,7,130815,1523870
Dutch Eel AB Holdings,Dubingiai Ltd. Liability Co,2030,10,184370,1706855
Dutch Eel AB Holdings,Dubingiai Ltd. Liability Co,2032,1,20135,204010
Dutch Eel AB Holdings,Dubingiai Ltd. Liability Co,2033,53,1075020,NA
Dutch Eel AB Holdings,Dubingiai Ltd. Liability Co,2034,30,574600,5319785
Dutch Eel AB Holdings,Kong zhong diao yu  Ges.m.b.H.,2028,2,35550,447115
Dutch Eel AB Holdings,Kong zhong diao yu  Ges.m.b.H.,2029,21,387190,4588395
Dutch Eel AB Holdings,Kong zhong diao yu  Ges.m.b.H.,2030,62,1130290,16711220
Dutch Eel AB Holdings,Kong zhong diao yu  Ges.m.b.H.,2031,66,1299930,16818060
Dutch Eel AB Holdings,Kong zhong diao yu  Ges.m.b.H.,2032,86,1828775,22651305
Dutch Eel AB Holdings,Kong zhong diao yu  Ges.m.b.H.,2033,77,1590610,NA
Dutch Eel AB Holdings,Kong zhong diao yu  Ges.m.b.H.,2034,69,1426330,14700885
Dutch Eel AB Holdings,The Sea Turtle GmbH & Co. KG,2028,191,3395110,40622915
Dutch Eel AB Holdings,The Sea Turtle GmbH & Co. KG,2029,246,4449520,53595445
Dutch Eel AB Holdings,The Sea Turtle GmbH & Co. KG,2030,260,4680805,44053170
Dutch Eel AB Holdings,The Sea Turtle GmbH & Co. KG,2031,206,3883520,37665375
Dutch Eel AB Holdings,The Sea Turtle GmbH & Co. KG,2032,9,183515,1829155
Dutch Eel AB Holdings,The Sea Turtle GmbH & Co. KG,2034,193,3941265,38910820
Dutch Eel AB Holdings,hǎi dǎn Corporation Wharf,2028,82,1456095,16570515
Dutch Eel AB Holdings,hǎi dǎn Corporation Wharf,2029,48,884860,10945990
Dutch Eel AB Holdings,hǎi dǎn Corporation Wharf,2030,6,104185,1898690
Dutch Eel AB Holdings,hǎi dǎn Corporation Wharf,2031,17,311410,3047220
Dutch Eel AB Holdings,hǎi dǎn Corporation Wharf,2032,1,19525,263025
Dutch Eel AB Holdings,páng xiè S.A. de C.V. Line,2031,10,199830,1948920
Dutch Eel AB Holdings,páng xiè S.A. de C.V. Line,2032,105,1998060,20178070
Dutch Eel AB Holdings,páng xiè S.A. de C.V. Line,2033,214,4145870,NA
Dutch Eel AB Holdings,páng xiè S.A. de C.V. Line,2034,321,6111470,58810865
Dutch Eel LLC Express,Mar del Este CJSC,2028,26,529065,1698170
Dutch Eel LLC Express,Mar del Este CJSC,2029,44,906445,NA
Dutch Eel LLC Express,Mar del Este CJSC,2030,12,261650,825345
Dutch Eel LLC Express,Mar del Este CJSC,2031,2,43590,167115
Dutch Herring N.V. Worldwide,hǎi dǎn Corporation Wharf,2031,4,97205,352085
